"","Site","Plot","Row","Column","Species.x","C_E_or_T.x","Rep.x","Germinate.x","Done?","Notes.x","Species.y","C_E_or_T.y","Rep.y","Germinate.y","Done","Notes.y"
"281",2,"A",10,1,"HYGL","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"282",2,"A",10,2,"VERO","C",1,"9",NA,NA,"VERO","T",2,"9",NA,"Swap"
"283",2,"A",10,3,"TROR","E",1,"2",NA,NA,"TROR","E",1,"2","Y",NA
"284",2,"A",10,4,"PEAI","C",1,"5",NA,NA,"PEAI","C",1,"5",NA,NA
"285",2,"A",10,6,"PEAI","E",2,"4",NA,NA,"PEAI","E",2,"4","Y",NA
"286",2,"A",10,7,"VERO","C",3,"6",NA,NA,"VERO","C",3,"6",NA,NA
"287",2,"A",10,8,"HYGL","C",1,"2",NA,NA,"HYGL","C",1,"2","Y",NA
"288",2,"A",10,9,"POLE","C",3,"1",NA,NA,"POLE","C",3,"1",NA,NA
"289",2,"B",1,1,"TROR","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"290",2,"B",1,2,"PEAI","E",2,"11",NA,NA,"PEAI","E",2,"11",NA,NA
"291",2,"B",1,3,"VERO","E",2,"13",NA,NA,"VERO","E",2,"13",NA,NA
"292",2,"B",1,4,"ARCA","T",2,"2",NA,NA,"ARCA","C",2,"2","Y","Swap"
"293",2,"B",1,5,"ARCA","E",1,"3",NA,NA,"ARCA","E",1,"3",NA,NA
"294",2,"B",1,6,"TRCY","T",1,"10",NA,NA,"TRCY","C",1,"10",NA,"Swap"
"295",2,"B",1,7,"ARCA","C",1,"1",NA,NA,"ARCA","C",1,"1",NA,NA
"296",2,"B",1,8,"TROR","E",2,"1",NA,NA,"TROR","E",2,"1",NA,NA
"297",2,"B",1,9,"TRCY","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"298",2,"B",2,1,"ARCA","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"299",2,"B",2,2,"TRCY","E",1,"4",NA,NA,"TRCY","E",1,"4",NA,NA
"300",2,"B",2,3,"LARO","T",1,"2",NA,NA,"LARO","T",1,"2",NA,NA
"301",2,"B",2,4,"PLDE","E",3,"8",NA,NA,"PLDE","E",3,"8",NA,NA
"302",2,"B",2,5,"TRCY","C",2,"1",NA,NA,"TRCY","C",2,"1","Y",NA
"303",2,"B",2,6,"VERO","E",1,"8",NA,NA,"VERO","E",1,"8",NA,NA
"304",2,"B",2,7,"LARO","C",2,"6",NA,NA,"LARO","C",2,"6","Y",NA
"305",2,"B",2,8,"TROR","C",1,"3",NA,NA,"TROR","C",1,"3",NA,NA
"306",2,"B",2,9,"TRCY","T",2,"2",NA,NA,"TRCY","E",3,"2",NA,"Swap"
"307",2,"B",3,1,"ARCA","C",3,"3",NA,NA,"ARCA","C",3,"3",NA,NA
"308",2,"B",3,2,"LARO","C",1,"10",NA,NA,"LARO","C",1,"10",NA,NA
"309",2,"B",3,3,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"310",2,"B",3,4,"LARO","E",2,"8",NA,NA,"LARO","E",2,"8","Y",NA
"311",2,"B",3,5,"PEAI","E",1,"8",NA,NA,"PEAI","E",1,"8",NA,NA
"312",2,"B",3,6,"ARCA","E",2,"2",NA,NA,"ARCA","E",2,"2",NA,NA
"313",2,"B",3,7,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"314",2,"B",3,8,"TRCY","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"315",2,"B",3,9,"PLDE","C",1,"10",NA,NA,"PLDE","C",1,"10",NA,NA
"316",2,"B",4,1,"HYGL","E",1,"3",NA,NA,"HYGL","E",1,"3","Y",NA
"317",2,"B",4,2,"TROR","C",3,"1",NA,NA,"TROR","C",3,"1","Y",NA
"318",2,"B",4,3,"ARCA","T",1,"0",NA,NA,"ARCA","T",1,"1","Y","Late germination"
"319",2,"B",4,4,"PLDE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"320",2,"B",4,5,"LARO","T",2,"5",NA,NA,"LARO","T",2,"5",NA,NA
"321",2,"B",4,6,"PEAI","C",1,"5",NA,NA,"PEAI","C",1,"5",NA,NA
"322",2,"B",4,7,"VERO","T",2,"8",NA,NA,"VERO","T",2,"8",NA,NA
"323",2,"B",4,8,"POLE","T",1,"2",NA,NA,"POLE","E",2,"2",NA,"Swap"
"324",2,"B",4,9,"TROR","E",1,"7",NA,NA,"TROR","E",1,"7",NA,NA
"325",2,"B",5,1,"LARO","C",3,"9",NA,NA,"LARO","C",3,"9","Y",NA
"326",2,"B",5,2,"HYGL","C",1,"4",NA,NA,"HYGL","C",1,"4",NA,NA
"327",2,"B",5,8,"TRCY","C",3,"4",NA,NA,"TRCY","C",3,"4",NA,NA
"328",2,"B",5,9,"LARO","E",1,"4",NA,NA,"LARO","E",1,"4","Y",NA
"329",2,"B",6,1,"TRCY","E",2,"6",NA,NA,"TRCY","E",2,"6","Y",NA
"330",2,"B",6,2,"VERO","C",3,"11",NA,NA,"VERO","C",3,"11",NA,NA
"331",2,"B",6,8,"PEAI","C",2,"9",NA,NA,"PEAI","C",2,"9",NA,NA
"332",2,"B",6,9,"PEAI","T",1,"9",NA,NA,"PEAI","T",1,"9",NA,NA
"333",2,"B",7,1,"PLDE","T",2,"11",NA,NA,"PLDE","C",3,"11",NA,"Swap"
"334",2,"B",7,2,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"335",2,"B",7,8,"HYGL","C",2,"5",NA,NA,"HYGL","T",2,"5","Y","Swap"
"336",2,"B",7,9,"ARCA","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"337",2,"B",8,1,"PEAI","C",3,"6",NA,NA,"PEAI","C",3,"6",NA,NA
"338",2,"B",8,2,"VERO","E",3,"13",NA,NA,"VERO","E",3,"13",NA,NA
"339",2,"B",8,3,"TROR","C",2,"7",NA,NA,"TROR","C",2,"7",NA,NA
"340",2,"B",8,4,"POLE","C",2,"1",NA,NA,"POLE","C",2,"1","Y",NA
"341",2,"B",8,6,"TROR","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"342",2,"B",8,7,"VERO","T",1,"7",NA,NA,"VERO","T",1,"7",NA,NA
"343",2,"B",8,8,"PLDE","E",2,"11",NA,NA,"PLDE","E",2,"11",NA,NA
"344",2,"B",8,9,"PLDE","C",2,"10",NA,NA,"PLDE","C",2,"10",NA,NA
"345",2,"B",9,1,"TROR","E",3,"2",NA,NA,"TROR","E",3,"2",NA,NA
"346",2,"B",9,2,"PLDE","T",1,"7",NA,NA,"PLDE","E",1,"7",NA,"Swap"
"347",2,"B",9,3,"HYGL","C",3,"4",NA,NA,"HYGL","C",3,"4","Y",NA
"348",2,"B",9,4,"PLDE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"349",2,"B",9,6,"VERO","C",2,"10",NA,NA,"VERO","C",2,"10","Y",NA
"350",2,"B",9,7,"VERO","C",1,"6",NA,NA,"VERO","C",1,"6",NA,NA
"351",2,"B",9,8,"LARO","E",3,"5",NA,NA,"LARO","E",3,"5",NA,NA
"352",2,"B",9,9,"PEAI","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"353",2,"B",10,1,"HYGL","T",1,"5",NA,NA,"HYGL","E",3,"5","Y","Swap"
"354",2,"B",10,2,"HYGL","E",3,"5",NA,NA,"HYGL","E",3,"5","Y",NA
"355",2,"B",10,3,"POLE","C",1,"5?",NA,NA,"POLE","C",1,"5?","Y",NA
"356",2,"B",10,4,"HYGL","E",2,"1",NA,NA,"HYGL","E",2,"1","Y",NA
"357",2,"B",10,6,"PEAI","T",2,"7",NA,NA,"PEAI","T",2,"7",NA,"Not thinned"
"358",2,"B",10,7,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"359",2,"B",10,8,"POLE","E",1,"2",NA,NA,"POLE","E",1,"2","Y",NA
"360",2,"B",10,9,"HYGL","T",2,"2",NA,NA,"HYGL","C",2,"2",NA,"Swap"
"361",2,"C",1,1,"ARCA","E",1,"4",NA,NA,"ARCA","E",1,"4",NA,NA
"362",2,"C",1,2,"PLDE","C",2,"4",NA,NA,"PLDE","E",2,"4",NA,"Swap"
"363",2,"C",1,3,"POLE","C",2,"1",NA,NA,"POLE","C",2,"1",NA,NA
"364",2,"C",1,4,"ARCA","E",3,"2",NA,NA,"ARCA","E",3,"2",NA,NA
"365",2,"C",1,5,"TRCY","T",1,"8",NA,NA,"TRCY","E",2,"8",NA,"Swap"
"366",2,"C",1,6,"PLDE","C",1,"2",NA,NA,"PLDE","C",1,"2",NA,NA
"367",2,"C",1,7,"VERO","C",1,"2",NA,NA,"VERO","C",1,"2",NA,NA
"368",2,"C",1,8,"PLDE","T",2,"9",NA,NA,"PLDE","T",1,"9","Y","Swap"
"369",2,"C",1,9,"POLE","C",1,"2",NA,NA,"POLE","C",1,"2",NA,NA
"370",2,"C",2,1,"VERO","E",1,"2",NA,NA,"VERO","E",1,"2","Y",NA
"371",2,"C",2,2,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"372",2,"C",2,3,"HYGL","E",2,"1",NA,NA,"HYGL","E",2,"1","Y",NA
"373",2,"C",2,4,"VERO","E",3,"1",NA,NA,"VERO","E",3,"1",NA,NA
"374",2,"C",2,5,"ARCA","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"375",2,"C",2,6,"VERO","C",3,"4",NA,NA,"VERO","C",3,"4",NA,NA
"376",2,"C",2,7,"HYGL","E",1,"12",NA,NA,"HYGL","E",1,"12","Y","Not HYGL. Wrong ID."
"377",2,"C",2,8,"TRCY","E",1,"2",NA,NA,"TRCY","E",1,"2",NA,NA
"378",2,"C",2,9,"LARO","T",2,"3",NA,NA,"LARO","T",2,"3","Y",NA
"379",2,"C",3,1,"TROR","E",2,"10",NA,NA,"TROR","E",2,"10","Y",NA
"380",2,"C",3,2,"LARO","E",1,"5",NA,NA,"LARO","E",1,"5","Y",NA
"381",2,"C",3,3,"TRCY","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"382",2,"C",3,4,"LARO","C",3,"3",NA,NA,"LARO","C",3,"3","Y",NA
"383",2,"C",3,5,"PEAI","C",2,"6",NA,NA,"PEAI","C",2,"6",NA,NA
"384",2,"C",3,6,"VERO","E",2,"9",NA,NA,"VERO","E",2,"9",NA,NA
"385",2,"C",3,7,"TROR","T",1,"8",NA,NA,"TROR","T",1,"8",NA,NA
"386",2,"C",3,8,"ARCA","C",2,"4",NA,NA,"ARCA","C",2,"4",NA,NA
"387",2,"C",3,9,"VERO","T",1,"7",NA,NA,"VERO","T",1,"7",NA,NA
"388",2,"C",4,1,"LARO","E",2,"7",NA,NA,"LARO","E",2,"7",NA,NA
"389",2,"C",4,2,"HYGL","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"390",2,"C",4,3,"VERO","C",2,"10",NA,NA,"VERO","C",2,"10",NA,"Pod broke off, four seeds"
"391",2,"C",4,4,"ARCA","C",1,"4",NA,NA,"ARCA","C",1,"4","Y",NA
"392",2,"C",4,5,"VERO","T",2,"8",NA,NA,"VERO","T",2,"8",NA,NA
"393",2,"C",4,6,"TRCY","C",1,"8",NA,NA,"TRCY","C",1,"8",NA,NA
"394",2,"C",4,7,"LARO","C",1,"5",NA,NA,"LARO","C",1,"5","Y",NA
"395",2,"C",4,8,"TRCY","C",3,"8",NA,NA,"TRCY","C",3,"8",NA,NA
"396",2,"C",4,9,"TROR","C",1,"6",NA,NA,"TROR","C",1,"6",NA,NA
"397",2,"C",5,1,"TROR","E",1,"11",NA,NA,"TROR","E",1,"11",NA,NA
"398",2,"C",5,2,"HYGL","C",1,"4",NA,NA,"HYGL","C",1,"4",NA,NA
"399",2,"C",5,8,"TROR","C",3,"4",NA,NA,"TROR","C",3,"4",NA,NA
"400",2,"C",5,9,"PEAI","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"401",2,"C",6,1,"TRCY","T",2,"8",NA,NA,"TRCY","T",2,"8",NA,NA
"402",2,"C",6,2,"HYGL","T",2,"4",NA,NA,"HYGL","E",3,"4",NA,"Swap"
"403",2,"C",6,8,"POLE","E",3,"1",NA,NA,"POLE","E",3,"1",NA,NA
"404",2,"C",6,9,"TROR","C",2,"2",NA,NA,"TROR","C",2,"2","Y",NA
"405",2,"C",7,1,"LARO","E",3,"4",NA,NA,"LARO","E",3,"4",NA,NA
"406",2,"C",7,2,"PLDE","E",3,"10",NA,NA,"PLDE","E",3,"10",NA,NA
"407",2,"C",7,8,"HYGL","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"408",2,"C",7,9,"ARCA","E",2,"4",NA,NA,"ARCA","E",2,"4",NA,NA
"409",2,"C",8,1,"PEAI","E",2,"5",NA,NA,"PEAI","E",2,"5",NA,NA
"410",2,"C",8,2,"LARO","T",1,"9",NA,NA,"LARO","C",2,"9","Y","Swap"
"411",2,"C",8,3,"PEAI","E",1,"2",NA,NA,"PEAI","E",1,"2",NA,NA
"412",2,"C",8,4,"PLDE","T",1,"13",NA,NA,"PLDE","C",2,"13",NA,"Swap"
"413",2,"C",8,6,"ARCA","T",2,"1",NA,NA,"ARCA","T",2,"1",NA,NA
"414",2,"C",8,7,"TRCY","E",3,"1",NA,NA,"TRCY","E",3,"1","Y",NA
"415",2,"C",8,8,"TRCY","C",2,"8",NA,NA,"TRCY","C",2,"8",NA,NA
"416",2,"C",8,9,"POLE","E",1,"1",NA,NA,"POLE","E",1,"1",NA,NA
"417",2,"C",9,1,"PLDE","E",2,"5",NA,NA,"POLE","T",2,"5",NA,"Accidental POLE plot"
"418",2,"C",9,2,"ARCA","C",3,"4",NA,NA,"ARCA","C",3,"4",NA,NA
"419",2,"C",9,3,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"420",2,"C",9,4,"TROR","T",2,"4",NA,NA,"TROR","T",2,"4",NA,NA
"421",2,"C",9,6,"TROR","E",3,"4",NA,NA,"TROR","E",3,"4",NA,NA
"422",2,"C",9,7,"PEAI","C",3,"6",NA,NA,"PEAI","C",3,"6",NA,NA
"423",2,"C",9,8,"PLDE","E",1,"5",NA,NA,"PLDE","E",1,"5",NA,NA
"424",2,"C",9,9,"PLDE","C",3,"9",NA,NA,"PLDE","C",3,"9",NA,NA
"425",2,"C",10,1,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"426",2,"C",10,2,"PEAI","T",2,"5",NA,NA,"PEAI","C",1,"5",NA,"Swap"
"427",2,"C",10,3,"POLE","T",2,"1",NA,NA,"POLE","C",3,"1","Y","Swap"
"428",2,"C",10,4,"PEAI","E",3,"3",NA,NA,"PEAI","E",3,"3",NA,NA
"429",2,"C",10,6,"LARO","C",2,"5",NA,NA,"LARO","T",1,"5","Y","Swap"
"430",2,"C",10,7,"HYGL","C",2,"1",NA,NA,"HYGL","C",2,"1",NA,NA
"431",2,"C",10,8,"PEAI","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"432",2,"C",10,9,"HYGL","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"433",3,"A",1,1,"LARO","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"434",3,"A",1,2,"LARO","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"435",3,"A",1,3,"ARCA","C",1,"1",NA,NA,"ARCA","C",1,"1","Y",NA
"436",3,"A",1,4,"HYGL","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"437",3,"A",1,5,"VERO","E",2,"4",NA,NA,"VERO","E",2,"4",NA,NA
"438",3,"A",1,6,"PLDE","T",1,"4",NA,NA,"PLDE","T",1,"4",NA,NA
"439",3,"A",1,7,"HYGL","T",2,"4",NA,NA,"HYGL","T",2,"4","Y",NA
"440",3,"A",1,8,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"441",3,"A",1,9,"PEAI","E",1,"2",NA,NA,"PEAI","E",1,"2",NA,NA
"442",3,"A",2,1,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"443",3,"A",2,2,"ARCA","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"444",3,"A",2,3,"TRCY","C",2,"1",NA,NA,"TRCY","C",2,"1","Y",NA
"445",3,"A",2,4,"ARCA","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"446",3,"A",2,5,"LARO","E",3,"5",NA,NA,"LARO","E",3,"5",NA,NA
"447",3,"A",2,6,"PLDE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"448",3,"A",2,7,"PEAI","E",3,"5",NA,NA,"PEAI","E",3,"5",NA,NA
"449",3,"A",2,8,"HYGL","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"450",3,"A",2,9,"TRCY","C",1,"4",NA,NA,"TRCY","C",1,"4",NA,NA
"451",3,"A",3,1,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"452",3,"A",3,2,"HYGL","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"453",3,"A",3,3,"PEAI","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"454",3,"A",3,4,"TRCY","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"455",3,"A",3,5,"TRCY","E",1,"8",NA,NA,"TRCY","E",1,"8",NA,NA
"456",3,"A",3,6,"TROR","C",3,"0",NA,NA,"TROR","C",3,"1","Y","Late germination"
"457",3,"A",3,7,"PLDE","T",2,"9",NA,NA,"PLDE","C",3,"9",NA,"Swap"
"458",3,"A",3,8,"POLE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"459",3,"A",3,9,"HYGL","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"460",3,"A",4,1,"VERO","T",2,"5",NA,NA,"VERO","E",3,"5",NA,"Swap"
"461",3,"A",4,2,"ARCA","E",1,"2",NA,NA,"ARCA","E",1,"2","Y",NA
"462",3,"A",4,3,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"463",3,"A",4,4,"TROR","T",1,"1",NA,NA,"TROR","T",1,"1","Y",NA
"464",3,"A",4,5,"TROR","T",2,"1",NA,NA,"TROR","T",2,"1","Y",NA
"465",3,"A",4,6,"PEAI","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"466",3,"A",4,7,"PLDE","C",2,"3",NA,NA,"PLDE","C",2,"3",NA,NA
"467",3,"A",4,8,"PEAI","T",2,"1",NA,NA,"PEAI","T",2,"1","Y",NA
"468",3,"A",4,9,"ARCA","E",2,"9",NA,NA,"ARCA","E",2,"9",NA,NA
"469",3,"A",5,1,"TROR","E",2,"4",NA,NA,"TROR","E",2,"4","Y",NA
"470",3,"A",5,2,"VERO","E",3,"1",NA,NA,"VERO","C",1,"1",NA,"Swap"
"471",3,"A",5,8,"TRCY","T",2,"2",NA,NA,"TRCY","T",2,"2","Y",NA
"472",3,"A",5,9,"TROR","E",3,"1",NA,NA,"TROR","E",3,"1","Y",NA
"473",3,"A",6,1,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"474",3,"A",6,2,"ARCA","T",2,"0",NA,NA,"ARCA","T",2,"1","Y","Late germination"
"475",3,"A",6,8,"VERO","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"476",3,"A",6,9,"PLDE","E",1,"6",NA,NA,"PLDE","E",1,"6","Y",NA
"477",3,"A",7,1,"VERO","C",3,"3",NA,NA,"VERO","C",3,"3",NA,NA
"478",3,"A",7,2,"VERO","T",1,"3",NA,NA,"VERO","C",2,"3",NA,"Swap"
"479",3,"A",7,8,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"480",3,"A",7,9,"PEAI","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"481",3,"A",8,1,"LARO","E",1,"2",NA,NA,"LARO","E",1,"2","Y",NA
"482",3,"A",8,2,"LARO","T",1,"4",NA,NA,"LARO","C",2,"4",NA,"Swap"
"483",3,"A",8,3,"TRCY","E",3,"4",NA,NA,"TRCY","E",3,"4","Y",NA
"484",3,"A",8,4,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"485",3,"A",8,6,"HYGL","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"486",3,"A",8,7,"PEAI","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"487",3,"A",8,8,"LARO","C",3,"5",NA,NA,"LARO","C",3,"5","Y",NA
"488",3,"A",8,9,"TRCY","E",2,"3",NA,NA,"TRCY","E",2,"3","Y",NA
"489",3,"A",9,1,"PEAI","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"490",3,"A",9,2,"HYGL","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"491",3,"A",9,3,"VERO","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"492",3,"A",9,4,"TROR","E",1,"1",NA,NA,"TROR","E",1,"1","Y",NA
"493",3,"A",9,6,"LARO","T",2,"1",NA,NA,"LARO","E",2,"1",NA,"Swap"
"494",3,"A",9,7,"TROR","C",1,"2",NA,NA,"TROR","C",1,"2","Y",NA
"495",3,"A",9,8,"HYGL","C",2,"2",NA,NA,"HYGL","C",2,"2",NA,NA
"496",3,"A",9,9,"TRCY_T1","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"497",3,"A",10,1,"ARCA","C",3,"1",NA,NA,"ARCA","C",3,"1",NA,NA
"498",3,"A",10,2,"PLDE","E",2,"2",NA,NA,"PLDE","E",2,"2","Y",NA
"499",3,"A",10,3,"PLDE","E",3,"2",NA,NA,"PLDE","E",3,"2","Y",NA
"500",3,"A",10,4,"VERO","E",1,"4",NA,NA,"VERO","E",1,"4",NA,NA
"501",3,"A",10,6,"LARO","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"502",3,"A",10,7,"PLDE","C",1,"2",NA,NA,"PLDE","C",1,"2","Y",NA
"503",3,"A",10,8,"ARCA","E",3,"4",NA,NA,"ARCA","E",3,"4",NA,NA
"504",3,"A",10,9,"TROR","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"505",3,"B",1,1,"TROR","E",2,"1",NA,NA,"TROR","E",2,"1","Y",NA
"506",3,"B",1,2,"TRCY","T",1,"3",NA,NA,"TRCY","E",1,"3",NA,"Swap"
"507",3,"B",1,3,"PEAI","C",3,"2",NA,NA,"PEAI","C",3,"2",NA,NA
"508",3,"B",1,4,"TROR","E",3,"1",NA,NA,"TROR","E",3,"1",NA,NA
"509",3,"B",1,5,"LARO","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"510",3,"B",1,6,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"511",3,"B",1,7,"ARCA","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"512",3,"B",1,8,"HYGL","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"513",3,"B",1,9,"LARO","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"514",3,"B",2,1,"LARO","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"515",3,"B",2,2,"VERO","E",2,"1",NA,NA,"VERO","E",2,"1",NA,NA
"516",3,"B",2,3,"HYGL","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"517",3,"B",2,4,"LARO","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"518",3,"B",2,5,"VERO","E",1,"7",NA,NA,"VERO","C",1,"7",NA,"Swap"
"519",3,"B",2,6,"ARCA","T",2,"5",NA,NA,"ARCA","E",1,"5",NA,"Swap"
"520",3,"B",2,7,"PLDE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"521",3,"B",2,8,"HYGL","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"522",3,"B",2,9,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"523",3,"B",3,1,"TROR","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"524",3,"B",3,2,"POLE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"525",3,"B",3,3,"PEAI","E",2,"2",NA,NA,"PEAI","E",2,"2",NA,NA
"526",3,"B",3,4,"PEAI","E",1,"2",NA,NA,"PEAI","E",1,"2","Y",NA
"527",3,"B",3,5,"PEAI","E",3,"3",NA,NA,"PEAI","E",3,"3",NA,NA
"528",3,"B",3,6,"ARCA","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"529",3,"B",3,7,"PLDE","T",2,"1",NA,NA,"PLDE","C",2,"1","Y","Swap"
"530",3,"B",3,8,"TRCY","C",2,"6",NA,NA,"TRCY","C",2,"6","Y",NA
"531",3,"B",3,9,"VERO","C",1,"7",NA,NA,"VERO","E",1,"7",NA,"Swap"
"532",3,"B",4,1,"PLDE","T",1,"6",NA,NA,"PLDE","T",1,"6","Y",NA
"533",3,"B",4,2,"VERO","T",1,"3",NA,NA,"VERO","C",2,"3",NA,"Swap"
"534",3,"B",4,3,"HYGL","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"535",3,"B",4,4,"ARCA","C",3,"2",NA,NA,"ARCA","C",3,"2","Y",NA
"536",3,"B",4,5,"PEAI","T",2,"1",NA,NA,"PEAI","T",2,"1","Y",NA
"537",3,"B",4,6,"LARO","E",1,"2",NA,NA,"LARO","E",1,"2",NA,NA
"538",3,"B",4,7,"ARCA","E",3,"3",NA,NA,"ARCA","E",3,"3","Y",NA
"539",3,"B",4,8,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"540",3,"B",4,9,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"541",3,"B",5,1,"PLDE","E",1,"1",NA,NA,"PLDE","E",1,"1",NA,NA
"542",3,"B",5,2,"TROR","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"543",3,"B",5,8,"TROR","C",1,"1",NA,NA,"TROR","C",1,"1","Y",NA
"544",3,"B",5,9,"TROR","T",1,"4",NA,NA,"TROR","E",1,"4","Y","Swap"
"545",3,"B",6,1,"TRCY","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"546",3,"B",6,2,"VERO","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"547",3,"B",6,8,"TRCY","C",1,"6",NA,NA,"TRCY","C",1,"6",NA,NA
"548",3,"B",6,9,"ARCA","T",1,"1",NA,NA,"ARCA","C",1,"1",NA,"Swap"
"549",3,"B",7,1,"HYGL","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"550",3,"B",7,2,"VERO","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"551",3,"B",7,8,"PEAI","T",1,"1",NA,NA,"PEAI","T",1,"1","Y",NA
"552",3,"B",7,9,"PLDE","E",3,"4",NA,NA,"PLDE","E",3,"4","Y",NA
"553",3,"B",8,1,"TRCY","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"554",3,"B",8,2,"PLDE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"555",3,"B",8,3,"LARO","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"556",3,"B",8,4,"LARO","E",3,"4",NA,NA,"LARO","E",3,"4",NA,NA
"557",3,"B",8,6,"VERO","E",3,"5",NA,NA,"VERO","E",3,"5",NA,NA
"558",3,"B",8,7,"TRCY","E",3,"10",NA,NA,"TRCY","E",3,"10",NA,NA
"559",3,"B",8,8,"PLDE","C",3,"5",NA,NA,"PLDE","C",3,"5",NA,NA
"560",3,"B",8,9,"TROR","C",2,"1",NA,NA,"TROR","C",2,"1","Y",NA
"561",3,"B",9,1,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
