"","Site","Plot","Row","Column","Species.x","C_E_or_T.x","Rep.x","Germinate.x","Done?","Notes.x","Species.y","C_E_or_T.y","Rep.y","Germinate.y","Done","Notes.y"
"1280",6,"C",8,9,"LARO","E",2,"9",NA,NA,"LARO","E",2,"9",NA,NA
"1281",6,"C",9,1,"ARCA","C",2,"9",NA,NA,"ARCA","C",2,"9",NA,NA
"1282",6,"C",9,2,"LARO","C",3,"5",NA,NA,"LARO","C",3,"5",NA,NA
"1283",6,"C",9,3,"TRCY","C",3,"8",NA,NA,"TRCY","C",3,"8","Y",NA
"1284",6,"C",9,4,"ARCA","E",2,"7",NA,NA,"ARCA","E",2,"7",NA,NA
"1285",6,"C",9,6,"PEAI","E",1,"3",NA,NA,"PEAI","E",1,"3",NA,"Swap. There are two peai E1s"
"1286",6,"C",9,7,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1287",6,"C",9,8,"LARO","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1288",6,"C",9,9,"ARCA","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1289",6,"C",10,1,"TRCY","E",1,"7",NA,NA,"TRCY","E",1,"7",NA,NA
"1290",6,"C",10,2,"VERO","T",2,"5",NA,NA,"VERO","T",2,"5",NA,NA
"1291",6,"C",10,3,"TROR","C",2,"2",NA,NA,"TROR","C",2,"2",NA,NA
"1292",6,"C",10,4,"HYGL","E",3,"6",NA,NA,"HYGL","E",3,"6","Y",NA
"1293",6,"C",10,6,"PLDE","C",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294",6,"C",10,7,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1295",6,"C",10,8,"TRCY","T",2,"6",NA,NA,"TRCY","T",2,"6","Y",NA
"1296",6,"C",10,9,"LARO","C",1,"4",NA,NA,"LARO","C",1,"4","Y",NA
"1297",7,"A",1,1,"PEAI","T",1,"5",NA,NA,"PEAI","T",1,"5",NA,NA
"1298",7,"A",1,2,"PLDE","T",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299",7,"A",1,3,"ARCA","E",1,"1",NA,NA,"ARCA","E",1,"1",NA,NA
"1300",7,"A",1,4,"PEAI","E",1,"12",NA,NA,"PEAI","E",1,"12",NA,NA
"1301",7,"A",1,5,"PEAI","T",2,"3",NA,NA,"PEAI","E",2,"3",NA,"Swap"
"1302",7,"A",1,6,"PLDE","C",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303",7,"A",1,7,"LARO","E",1,"6",NA,NA,"LARO","E",1,"6",NA,NA
"1304",7,"A",1,8,"HYGL","E",2,"1",NA,NA,"HYGL","E",2,"1","Y",NA
"1305",7,"A",1,9,"PLDE","E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306",7,"A",2,1,"VERO","E",1,"10",NA,NA,"VERO","E",1,"10",NA,NA
"1307",7,"A",2,2,"PLDE","C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308",7,"A",2,3,"ARCA","E",3,"5",NA,NA,"ARCA","E",3,"5",NA,NA
"1309",7,"A",2,4,"POLE","E",1,"2",NA,NA,"POLE","E",1,"2",NA,NA
"1310",7,"A",2,5,"TROR","E",2,"11",NA,NA,"TROR","E",2,"11",NA,NA
"1311",7,"A",2,6,"TROR","T",2,"9",NA,NA,"TROR","T",2,"9",NA,NA
"1312",7,"A",2,7,"HYGL","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1313",7,"A",2,8,"HYGL","T",1,"2",NA,NA,"HYGL","C",1,"2",NA,"Swap"
"1314",7,"A",2,9,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1315",7,"A",3,1,"PLDE","E",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316",7,"A",3,2,"LARO","C",2,"6",NA,NA,"LARO","C",2,"6",NA,NA
"1317",7,"A",3,3,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1318",7,"A",3,4,"PLDE","E",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319",7,"A",3,5,"LARO","C",3,"3",NA,NA,"LARO","C",3,"3","Y",NA
"1320",7,"A",3,6,"TROR","E",1,"5",NA,NA,"TROR","E",1,"5",NA,NA
"1321",7,"A",3,7,"HYGL","E",1,"2",NA,NA,"HYGL","E",1,"2",NA,NA
"1322",7,"A",3,8,"PLDE","C",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323",7,"A",3,9,"LARO","T",1,"9",NA,NA,"LARO","E",3,"9",NA,"Swap"
"1324",7,"A",4,1,"VERO","C",1,"11",NA,NA,"VERO","C",1,"11",NA,NA
"1325",7,"A",4,2,"ARCA","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1326",7,"A",4,3,"PEAI","C",2,"2",NA,NA,"PEAI","C",2,"2",NA,NA
"1327",7,"A",4,4,"VERO","C",2,"3",NA,NA,"VERO","T",2,"3","Y","Swap"
"1328",7,"A",4,5,"ARCA","C",1,"1",NA,NA,"ARCA","C",1,"1",NA,NA
"1329",7,"A",4,6,"TRCY","T",2,"9",NA,NA,"TRCY","T",2,"9",NA,NA
"1330",7,"A",4,7,"VERO","T",2,"3",NA,NA,"VERO","C",2,"3",NA,"Swap"
"1331",7,"A",4,8,"LARO","T",2,"9",NA,NA,"LARO","T",2,"9",NA,NA
"1332",7,"A",4,9,"PEAI","C",1,"8",NA,NA,"PEAI","C",1,"8","Y",NA
"1333",7,"A",5,1,"PEAI","E",3,"5",NA,NA,"PEAI","E",3,"5",NA,NA
"1334",7,"A",5,2,"HYGL","C",2,"5",NA,NA,"HYGL","C",2,"5",NA,NA
"1335",7,"A",5,8,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1336",7,"A",5,9,"TROR","E",3,"8",NA,NA,"TROR","E",3,"8",NA,NA
"1337",7,"A",6,1,"TROR","T",1,"9",NA,NA,"TROR","T",1,"9",NA,NA
"1338",7,"A",6,2,"HYGL","C",3,"7",NA,NA,"HYGL","C",3,"7",NA,NA
"1339",7,"A",6,8,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1340",7,"A",6,9,"LARO","E",3,"7",NA,NA,"LARO","T",1,"7","Y","Swap"
"1341",7,"A",7,1,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1342",7,"A",7,2,"TRCY","C",1,"9",NA,NA,"TRCY","C",1,"9",NA,NA
"1343",7,"A",7,8,"TROR","C",3,"10",NA,NA,"TROR","C",3,"10",NA,NA
"1344",7,"A",7,9,"VERO","T",1,"2",NA,NA,"VERO","T",1,"2",NA,NA
"1345",7,"A",8,1,"HYGL","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1346",7,"A",8,2,"TRCY","E",2,"1",NA,NA,"TRCY","E",2,"1",NA,NA
"1347",7,"A",8,3,"ARCA","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1348",7,"A",8,4,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1349",7,"A",8,6,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1350",7,"A",8,7,"ARCA","C",2,"1",NA,NA,"ARCA","C",2,"1","Y",NA
"1351",7,"A",8,8,"TRCY","C",3,"9",NA,NA,"TRCY","C",3,"9",NA,NA
"1352",7,"A",8,9,"TROR","C",2,"8",NA,NA,"TROR","C",2,"8","Y",NA
"1353",7,"A",9,1,"PLDE","T",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354",7,"A",9,2,"VERO","C",3,"9",NA,NA,"VERO","C",3,"9",NA,NA
"1355",7,"A",9,3,"LARO","C",1,"5",NA,NA,"LARO","C",1,"5",NA,NA
"1356",7,"A",9,4,"VERO","E",2,"7",NA,NA,"VERO","E",2,"7",NA,NA
"1357",7,"A",9,6,"TRCY","C",2,"9",NA,NA,"TRCY","C",2,"9",NA,NA
"1358",7,"A",9,7,"VERO","E",3,"9",NA,NA,"VERO","E",3,"9",NA,NA
"1359",7,"A",9,8,"TRCY","E",3,"10",NA,NA,"TRCY","E",3,"10",NA,NA
"1360",7,"A",9,9,"PEAI","C",3,"5",NA,NA,"PEAI","C",3,"5",NA,NA
"1361",7,"A",10,1,"LARO","E",2,"3",NA,NA,"LARO","E",2,"3",NA,NA
"1362",7,"A",10,2,"TRCY","E",1,"5",NA,NA,"TRCY","E",1,"5",NA,NA
"1363",7,"A",10,3,"ARCA","T",1,"4",NA,NA,"ARCA","T",1,"4","Y",NA
"1364",7,"A",10,4,"TROR","C",1,"7",NA,NA,"TROR","C",1,"7",NA,NA
"1365",7,"A",10,6,"HYGL","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1366",7,"A",10,7,"TRCY","T",1,"9",NA,NA,"TRCY","T",1,"9",NA,NA
"1367",7,"A",10,8,"PEAI","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1368",7,"A",10,9,"ARCA","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1369",7,"B",1,1,"LARO","E",2,"3",NA,NA,"LARO","T",1,"3","Y","Swap"
"1370",7,"B",1,2,"POLE","T",2,"1",NA,NA,"POLE","T",2,"1","Y",NA
"1371",7,"B",1,3,"HYGL","C",1,"5",NA,NA,"HYGL","C",1,"5",NA,NA
"1372",7,"B",1,4,"ARCA","C",1,"4",NA,NA,"ARCA","C",1,"4",NA,NA
"1373",7,"B",1,5,"ARCA","T",2,"4",NA,NA,"ARCA","T",2,"4",NA,NA
"1374",7,"B",1,6,"PEAI","C",2,"12",NA,NA,"PEAI","C",2,"12",NA,NA
"1375",7,"B",1,7,"VERO","C",1,"6",NA,NA,"VERO","C",1,"6",NA,NA
"1376",7,"B",1,8,"HYGL","T",1,"5",NA,NA,"HYGL","E",3,"5",NA,"Swap"
"1377",7,"B",1,9,"PLDE","E",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378",7,"B",2,1,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1379",7,"B",2,2,"HYGL","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1380",7,"B",2,3,"TROR","C",2,"4",NA,NA,"TROR","C",2,"4",NA,NA
"1381",7,"B",2,4,"TROR","C",1,"10",NA,NA,"TROR","C",1,"10",NA,NA
"1382",7,"B",2,5,"TROR","C",3,"9",NA,NA,"TROR","C",3,"9",NA,NA
"1383",7,"B",2,6,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1384",7,"B",2,7,"TRCY","E",2,"11",NA,NA,"TRCY","E",2,"11",NA,NA
"1385",7,"B",2,8,"PLDE","T",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386",7,"B",2,9,"TRCY","T",2,"11",NA,NA,"TRCY","T",2,"11",NA,NA
"1387",7,"B",3,1,"PLDE","C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388",7,"B",3,2,"PLDE","C",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389",7,"B",3,3,"ARCA","C",3,"7",NA,NA,"ARCA","C",3,"7",NA,NA
"1390",7,"B",3,4,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1391",7,"B",3,5,"TROR","E",1,"10",NA,NA,"TROR","E",1,"10",NA,NA
"1392",7,"B",3,6,"VERO","E",3,"5",NA,NA,"VERO","E",3,"5",NA,NA
"1393",7,"B",3,7,"PLDE","E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394",7,"B",3,8,"LARO","E",3,"11",NA,NA,"LARO","E",3,"11",NA,NA
"1395",7,"B",3,9,"PEAI","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1396",7,"B",4,1,"VERO","T",1,"6",NA,NA,"VERO","E",1,"6",NA,"Swap"
"1397",7,"B",4,2,"TROR","T",1,"3",NA,NA,"TROR","T",1,"3",NA,NA
"1398",7,"B",4,3,"TROR","E",2,"2",NA,NA,"TROR","E",2,"2",NA,NA
"1399",7,"B",4,4,"PEAI","C",3,"7",NA,NA,"PEAI","C",3,"7",NA,NA
"1400",7,"B",4,5,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1401",7,"B",4,6,"VERO","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1402",7,"B",4,7,"LARO","C",1,"6",NA,NA,"LARO","C",1,"6",NA,NA
"1403",7,"B",4,8,"VERO","C",2,"10",NA,NA,"VERO","C",2,"10","Y",NA
"1404",7,"B",4,9,"ARCA","E",3,"5",NA,NA,"ARCA","E",3,"5",NA,NA
"1405",7,"B",5,1,"PEAI","C",1,"7",NA,NA,"PEAI","C",1,"7",NA,NA
"1406",7,"B",5,2,"PLDE","E",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407",7,"B",5,8,"LARO","C",3,"7",NA,NA,"LARO","C",3,"7",NA,NA
"1408",7,"B",5,9,"POLE","E",2,"2",NA,NA,"POLE","E",2,"2",NA,NA
"1409",7,"B",6,1,"TROR","E",3,"4",NA,NA,"TROR","E",3,"4",NA,NA
"1410",7,"B",6,2,"POLE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1411",7,"B",6,8,"HYGL","E",2,"2",NA,NA,"HYGL","E",2,"2",NA,NA
"1412",7,"B",6,9,"LARO","T",2,"5",NA,NA,"LARO","T",2,"5",NA,NA
"1413",7,"B",7,1,"VERO","T",2,"8",NA,NA,"VERO","T",2,"8",NA,"Not thinned."
"1414",7,"B",7,2,"TRCY","C",3,"5",NA,NA,"TRCY","C",3,"5",NA,NA
"1415",7,"B",7,8,"VERO","E",2,"5",NA,NA,"VERO","E",2,"5","Y",NA
"1416",7,"B",7,9,"LARO","E",1,"8",NA,NA,"LARO","E",1,"8",NA,NA
"1417",7,"B",8,1,"PLDE","C",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418",7,"B",8,2,"LARO","T",1,"5",NA,NA,"LARO","E",2,"5",NA,"Swap"
"1419",7,"B",8,3,"TRCY","C",2,"4",NA,NA,"TRCY","C",2,"4",NA,NA
"1420",7,"B",8,4,"HYGL","C",2,"6",NA,NA,"HYGL","C",2,"6",NA,NA
"1421",7,"B",8,6,"ARCA","C",2,"1",NA,NA,"ARCA","C",2,"1","Y",NA
"1422",7,"B",8,7,"PEAI","E",3,"10",NA,NA,"PEAI","E",3,"10",NA,NA
"1423",7,"B",8,8,"POLE","C",1,"6",NA,NA,"POLE","C",1,"6",NA,NA
"1424",7,"B",8,9,"PEAI","E",2,"4",NA,NA,"PEAI","E",2,"4",NA,NA
"1425",7,"B",9,1,"TROR","T",2,"1",NA,NA,"TROR","T",2,"1","Y",NA
"1426",7,"B",9,2,"VERO","C",3,"3",NA,NA,"VERO","C",3,"3",NA,NA
"1427",7,"B",9,3,"TRCY","E",3,"5",NA,NA,"TRCY","E",3,"5",NA,NA
"1428",7,"B",9,4,"HYGL","E",1,"1",NA,NA,"HYGL","E",1,"1",NA,NA
"1429",7,"B",9,6,"HYGL","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1430",7,"B",9,7,"PEAI","E",1,"9",NA,NA,"PEAI","E",1,"9",NA,NA
"1431",7,"B",9,8,"TRCY","T",1,"11",NA,NA,"TRCY","T",1,"11",NA,"Check this? E1?"
"1432",7,"B",9,9,"ARCA","E",1,"10",NA,NA,"ARCA","E",1,"10",NA,NA
"1433",7,"B",10,1,"ARCA","T",1,"2",NA,NA,"ARCA","T",1,"2",NA,NA
"1434",7,"B",10,2,"LARO","C",2,"6",NA,NA,"LARO","C",2,"6",NA,NA
"1435",7,"B",10,3,"TRCY","C",1,"10",NA,NA,"TRCY","C",1,"10",NA,NA
"1436",7,"B",10,4,"PLDE","T",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437",7,"B",10,6,"HYGL","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1438",7,"B",10,7,"PEAI","T",2,"8",NA,NA,"PEAI","T",2,"8",NA,NA
"1439",7,"B",10,8,"ARCA","E",2,"5",NA,NA,"ARCA","E",2,"5",NA,NA
"1440",7,"B",10,9,"TRCY","E",1,"3",NA,NA,"TRCY","E",1,"3","Y","Check what this was swapped with - T1?"
"1441",7,"C",1,1,"TROR","T",1,"7",NA,NA,"TROR","T",1,"7",NA,NA
"1442",7,"C",1,2,"TROR","T",2,"10",NA,NA,"TROR","T",2,"10",NA,NA
"1443",7,"C",1,3,"PLDE","T",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444",7,"C",1,4,"PLDE","C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445",7,"C",1,5,"ARCA","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1446",7,"C",1,6,"ARCA","T",1,"1",NA,NA,"ARCA","E",1,"1",NA,"Swap"
"1447",7,"C",1,7,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1448",7,"C",1,8,"POLE","E",3,"3",NA,NA,"POLE","E",3,"3",NA,NA
"1449",7,"C",1,9,"PLDE","E",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450",7,"C",2,1,"TRCY","T",2,"8",NA,NA,"TRCY","T",2,"8",NA,NA
"1451",7,"C",2,2,"LARO","E",3,"6",NA,NA,"LARO","E",3,"6",NA,NA
"1452",7,"C",2,3,"TROR","E",2,"10",NA,NA,"TROR","E",2,"10",NA,NA
"1453",7,"C",2,4,"TRCY","E",2,"10",NA,NA,"TRCY","E",2,"10",NA,NA
"1454",7,"C",2,5,"PEAI","C",3,"4",NA,NA,"PEAI","C",3,"4",NA,NA
"1455",7,"C",2,6,"TROR","E",1,"3",NA,NA,"TROR","E",1,"3",NA,NA
"1456",7,"C",2,7,"ARCA","C",1,"1",NA,NA,"ARCA","C",1,"1","Y",NA
"1457",7,"C",2,8,"LARO","C",2,"5",NA,NA,"LARO","C",2,"5","Y",NA
"1458",7,"C",2,9,"HYGL","C",1,"2",NA,NA,"HYGL","C",1,"2",NA,NA
"1459",7,"C",3,1,"TRCY","C",2,"10",NA,NA,"TRCY","C",2,"10",NA,NA
"1460",7,"C",3,2,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1461",7,"C",3,3,"PLDE","C",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462",7,"C",3,4,"PLDE","E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463",7,"C",3,5,"HYGL","E",2,"1",NA,NA,"HYGL","E",2,"1",NA,NA
"1464",7,"C",3,6,"PEAI","E",1,"9",NA,NA,"PEAI","E",1,"9",NA,NA
"1465",7,"C",3,7,"PEAI","C",2,"7",NA,NA,"PEAI","C",2,"7",NA,NA
"1466",7,"C",3,8,"VERO","E",3,"4",NA,NA,"VERO","E",3,"4",NA,NA
"1467",7,"C",3,9,"ARCA","T",2,"5",NA,NA,"ARCA","C",2,"5","Y","Swap"
"1468",7,"C",4,1,"ARCA","E",3,"1",NA,NA,"ARCA","E",3,"1",NA,NA
"1469",7,"C",4,2,"TRCY","C",1,"6",NA,NA,"TRCY","C",1,"6",NA,NA
"1470",7,"C",4,3,"VERO","T",2,"7",NA,NA,"VERO","T",2,"7",NA,NA
"1471",7,"C",4,4,"TROR","C",3,"7",NA,NA,"TROR","C",3,"7",NA,NA
"1472",7,"C",4,5,"TRCY","T",1,"7",NA,NA,"TRCY","T",1,"7",NA,NA
"1473",7,"C",4,6,"HYGL","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1474",7,"C",4,7,"VERO","E",1,"8",NA,NA,"VERO","E",1,"8",NA,NA
"1475",7,"C",4,8,"VERO","E",2,"6",NA,NA,"VERO","E",2,"6",NA,NA
"1476",7,"C",4,9,"PEAI","T",1,"10",NA,NA,"PEAI","T",1,"10",NA,NA
"1477",7,"C",5,1,"TROR","C",1,"7",NA,NA,"TROR","C",1,"7",NA,NA
"1478",7,"C",5,2,"TRCY","E",1,"12",NA,NA,"TRCY","E",1,"12",NA,NA
"1479",7,"C",5,8,"LARO","T",1,"7",NA,NA,"LARO","T",1,"7",NA,NA
"1480",7,"C",5,9,"ARCA","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1481",7,"C",6,1,"HYGL","C",2,"1",NA,NA,"HYGL","C",2,"1",NA,NA
"1482",7,"C",6,2,"PEAI","E",3,"7",NA,NA,"PEAI","E",3,"7",NA,NA
"1483",7,"C",6,8,"TROR","C",2,"6",NA,NA,"TROR","C",2,"6",NA,NA
"1484",7,"C",6,9,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1485",7,"C",7,1,"HYGL","E",1,"10",NA,NA,"HYGL","E",1,"10",NA,NA
"1486",7,"C",7,2,"VERO","C",3,"8",NA,NA,"VERO","C",3,"8",NA,NA
"1487",7,"C",7,8,"PEAI","C",1,"5",NA,NA,"PEAI","C",1,"5",NA,NA
"1488",7,"C",7,9,"LARO","T",2,"2",NA,NA,"LARO","T",2,"2",NA,NA
"1489",7,"C",8,1,"LARO","C",1,"6",NA,NA,"LARO","C",1,"6",NA,NA
"1490",7,"C",8,2,"TRCY","C",3,"11",NA,NA,"TRCY","C",3,"11",NA,NA
"1491",7,"C",8,3,"PEAI","T",2,"5",NA,NA,"PEAI","T",2,"5",NA,NA
"1492",7,"C",8,4,"HYGL","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1493",7,"C",8,6,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1494",7,"C",8,7,"PLDE","E",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495",7,"C",8,8,"POLE","E",1,"1",NA,NA,"POLE","E",1,"1",NA,NA
"1496",7,"C",8,9,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1497",7,"C",9,1,"VERO","C",2,"7",NA,NA,"VERO","C",2,"7",NA,NA
"1498",7,"C",9,2,"TRCY","E",3,"11",NA,NA,"TRCY","E",3,"11",NA,NA
"1499",7,"C",9,3,"ARCA","C",3,"5",NA,NA,"ARCA","C",3,"5",NA,NA
"1500",7,"C",9,4,"HYGL","T",2,"0",NA,NA,"HYGL","T",2,"*",NA,"Check position, is it plus one germ?"
"1501",7,"C",9,6,"POLE","T",1,"2",NA,NA,"POLE","T",1,"2","Y",NA
"1502",7,"C",9,7,"TROR","E",3,"6",NA,NA,"TROR","E",3,"6",NA,NA
"1503",7,"C",9,8,"LARO","E",1,"6",NA,NA,"LARO","E",1,"6",NA,NA
"1504",7,"C",9,9,"LARO","C",3,"2",NA,NA,"LARO","C",3,"2",NA,NA
"1505",7,"C",10,1,"VERO","C",1,"4",NA,NA,"VERO","C",1,"4",NA,NA
"1506",7,"C",10,2,"PEAI","E",2,"9",NA,NA,"PEAI","E",2,"9",NA,NA
"1507",7,"C",10,3,"ARCA","E",2,"1",NA,NA,"ARCA","E",2,"1",NA,NA
"1508",7,"C",10,4,"VERO","T",1,"8",NA,NA,"VERO","T",1,"8",NA,NA
"1509",7,"C",10,6,"PLDE","C",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510",7,"C",10,7,"PLDE","T",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511",7,"C",10,8,"HYGL","T",1,"7",NA,NA,"HYGL","E",3,"7",NA,"Swap"
"1512",7,"C",10,9,"LARO","E",2,"12",NA,NA,"LARO","E",2,"12","Y","No seeds"
"1513",8,"A",1,1,"TROR","C",3,"5",NA,NA,"TROR","C",3,"5","Y",NA
"1514",8,"A",1,2,"TRCY","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1515",8,"A",1,3,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1516",8,"A",1,4,"TROR","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1517",8,"A",1,5,"LARO","T",2,"6",NA,NA,"LARO","T",2,"6",NA,NA
"1518",8,"A",1,6,"ARCA","C",1,"6",NA,NA,"ARCA","C",1,"6",NA,NA
"1519",8,"A",1,7,"PLDE","E",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520",8,"A",1,8,"TROR","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1521",8,"A",1,9,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1522",8,"A",2,1,"PLDE","C",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523",8,"A",2,2,"PEAI","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1524",8,"A",2,3,"HYGL","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1525",8,"A",2,4,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1526",8,"A",2,5,"PLDE","C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527",8,"A",2,6,"ARCA","C",2,"8",NA,NA,"ARCA","C",2,"8",NA,NA
"1528",8,"A",2,7,"TRCY","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1529",8,"A",2,8,"TRCY","T",1,"1",NA,NA,"TRCY","E",3,"1",NA,"Swap"
"1530",8,"A",2,9,"PEAI","T",2,"1",NA,NA,"PEAI","T",2,"1","Y",NA
"1531",8,"A",3,1,"VERO","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1532",8,"A",3,2,"Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533",8,"A",3,3,"VERO","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1534",8,"A",3,4,"PEAI","C",2,"1",NA,NA,"PEAI","C",2,"1",NA,NA
"1535",8,"A",3,5,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1536",8,"A",3,6,"TRCY","E",3,"4",NA,NA,"TRCY","C",1,"4","Y","Swap"
"1537",8,"A",3,7,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1538",8,"A",3,8,"HYGL","T",1,"4",NA,NA,"HYGL","C",3,"4",NA,"Swap"
"1539",8,"A",3,9,"POLE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1540",8,"A",4,1,"LARO","C",1,"3",NA,NA,"LARO","E",3,"3",NA,"Swap"
"1541",8,"A",4,2,"PEAI","C",3,"7",NA,NA,"PEAI","C",3,"7",NA,NA
"1542",8,"A",4,3,"TRCY","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1543",8,"A",4,4,"VERO","E",1,"1",NA,NA,"VERO","E",1,"1",NA,NA
"1544",8,"A",4,5,"VERO","T",1,"4",NA,NA,"VERO","T",1,"4","Y",NA
"1545",8,"A",4,6,"PEAI","E",2,"4",NA,NA,"PEAI","E",2,"4",NA,NA
"1546",8,"A",4,7,"HYGL","T",2,"4",NA,NA,"HYGL","E",1,"4",NA,"Swap"
"1547",8,"A",4,8,"ARCA","T",1,"2",NA,NA,"ARCA","T",1,"2",NA,NA
"1548",8,"A",4,9,"PEAI","E",1,"5",NA,NA,"PEAI","E",1,"5",NA,NA
"1549",8,"A",5,1,"LARO","E",3,"6",NA,NA,"LARO","C",1,"6",NA,"Swap"
"1550",8,"A",5,2,"HYGL","C",1,"1",NA,NA,"HYGL","C",1,"1","Y",NA
"1551",8,"A",5,8,"LARO","E",1,"7",NA,NA,"LARO","E",1,"7",NA,NA
"1552",8,"A",5,9,"PEAI","E",3,"6",NA,NA,"PEAI","E",3,"6",NA,NA
"1553",8,"A",6,1,"TROR","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1554",8,"A",6,2,"ARCA","E",3,"8",NA,NA,"ARCA","E",3,"8",NA,NA
"1555",8,"A",6,8,"POLE","E",3,"1",NA,NA,"POLE","E",3,"1","Y",NA
