Date surveyed,Site,Plot,Species,C_E_or_T,Rep,"Phenology (I, B, F, S)",Neighbour_sp,Neighbour_count,Number neighbours flowering or seeding,Notes
29/09/2020,1,A,ARCA,T,1,NA,PEAI,1,1,
29/09/2020,1,A,ARCA,T,1,NA,UNK 26,1,1,
29/09/2020,4,B,TROR,T,2,NA,Dodder,NA,F,
29/09/2020,4,B,TROR,T,2,NA,POMU,70,35,
29/09/2020,4,B,TROR,C,2,NA,Dodder,NA,F,
29/09/2020,4,B,TROR,C,2,NA,POMU,40,30,
29/09/2020,4,B,LARO,C,3,NA,POMU,18,15,"1, 3"
29/09/2020,4,B,LARO,C,3,NA,Dodder,NA,F,
29/09/2020,4,B,TRCY,T,2,NA,POMU,9,7,
29/09/2020,4,B,TRCY,T,2,NA,Dodder,NA,F,
29/09/2020,4,B,LARO,C,2,NA,POMU,14,12,
29/09/2020,4,B,LARO,C,2,NA,Dodder,NA,F,
29/09/2020,4,C,LARO,C,1,NA,Dodder,NA,F,
29/09/2020,4,C,LARO,C,1,NA,POMU,32,15,
29/09/2020,4,C,PLDE,T,1,NA,POMU,30,20,"1, 2"
29/09/2020,4,C,PLDE,T,1,NA,Dodder,NA,F,
29/09/2020,4,C,PLDE,T,1,NA,VERO,2,1,
29/09/2020,4,A,TROR,E,2,NA,POMU,3,1,
29/09/2020,4,A,TROR,E,2,NA,Dodder,NA,F,
29/09/2020,4,A,TROR,E,2,NA,CRCO,1,1,
29/09/2020,4,A,ARCA,C,3,NA,POMU,28,15,
29/09/2020,4,A,ARCA,C,3,NA,Dodder,NA,F,
29/09/2020,4,A,ARCA,C,3,NA,VERO,1,0,Dead
29/09/2020,4,A,LARO,T,2,NA,CHPS,3,NA,
29/09/2020,4,A,LARO,T,2,NA,POMU,3,NA,
29/09/2020,4,A,LARO,T,1,NA,POMU,3,NA,
29/09/2020,4,A,LARO,T,1,NA,CHPS,1,NA,
29/09/2020,4,A,LARO,T,1,NA,Dodder,NA,NA,
30/09/2020,7,C,ARCA,C,1,NA,VERO,3,3,
30/09/2020,7,C,ARCA,C,1,NA,CHPS,12,NA,
30/09/2020,7,C,ARCA,C,1,NA,Dodder,NA,F,
30/09/2020,7,C,ARCA,C,1,NA,POMU,1,1,
30/09/2020,7,A,ARCA,C,2,NA,VERO,7,7,
30/09/2020,7,A,ARCA,C,2,NA,POMU,2,2,
30/09/2020,7,A,ARCA,C,2,NA,Dodder,NA,F,
30/09/2020,7,A,ARCA,T,1,NA,VERO,3,3,
30/09/2020,7,A,ARCA,T,1,NA,POMU,2,1-Jan,
30/09/2020,7,A,ARCA,T,1,NA,Dodder,NA,NA,
30/09/2020,7,A,LARO,T,1,NA,Dodder,NA,F,"6, 9"
30/09/2020,7,A,HYGL,E,2,NA,VERO,6,6,
30/09/2020,7,A,HYGL,E,2,NA,Dodder,NA,F,
30/09/2020,7,A,HYGL,E,2,NA,POMU,2,2,
30/09/2020,7,A,LARO,C,3,NA,VERO,1,1,
30/09/2020,7,A,LARO,C,3,NA,POMU,2,2,
30/09/2020,7,A,LARO,C,3,NA,Dodder,NA,F,
30/09/2020,7,A,LARO,C,3,NA,CHPS,2,NA,
30/09/2020,7,A,LARO,C,3,NA,ARCO,1,0,
30/09/2020,7,A,VERO,T,2,NA,POMU,4,3-Mar,"4, 4"
30/09/2020,7,A,VERO,T,2,NA,VERO,3,3,
30/09/2020,7,A,VERO,T,2,NA,Dodder,NA,F,
30/09/2020,7,A,VERO,T,2,NA,CHPS,2,NA,
30/09/2020,7,A,VERO,T,2,NA,ARCO,1,0,
30/09/2020,2,A,VERO,T,1,NA,VERO,6,6,"9, 1"
30/09/2020,2,A,VERO,T,1,NA,Dodder,NA,F,
30/09/2020,2,A,ARCA,T,2,NA,NA,NA,NA,
30/09/2020,2,A,LARO,C,2,NA,Dodder,NA,F,
30/09/2020,2,A,LARO,C,2,NA,VERO,6,NA,
30/09/2020,2,A,TROR,E,1,NA,NA,NA,NA,
30/09/2020,2,A,PEAI,E,2,NA,NA,NA,NA,
30/09/2020,2,A,ARCA,C,3,NA,VERO,2,2,
30/09/2020,2,A,ARCA,C,3,NA,Dodder,NA,F,
30/09/2020,2,A,TROR,E,3,NA,VERO,1,1,
30/09/2020,2,A,TROR,E,3,NA,Dodder,NA,F,
30/09/2020,2,A,TROR,E,2,NA,NA,NA,NA,
30/09/2020,2,A,PLDE,C,1,NA,VERO,10,NA,
30/09/2020,2,A,PLDE,C,1,NA,Dodder,NA,F,
30/09/2020,2,B,HYGL,C,3,NA,VERO,1,1,"9, 3"
30/09/2020,2,B,HYGL,C,3,NA,Dodder,NA,F,
30/09/2020,2,B,HYGL,E,3,NA,NA,NA,NA,"Old T1. 10, 1"
30/09/2020,2,B,HYGL,T?,1?,NA,VERO,7,7,"10, 2"
30/09/2020,2,B,HYGL,T?,1?,NA,ARCO,1,1,
30/09/2020,2,B,HYGL,T?,1?,NA,Dodder,NA,F,
30/09/2020,2,B,POLE,C,1,NA,POMU,1,1,
30/09/2020,2,B,POLE,C,1,NA,VERO,1,1,
30/09/2020,2,B,POLE,C,1,NA,Dodder,NA,F,
30/09/2020,2,B,HYGL,E,2,NA,VERO,1,1,
30/09/2020,2,B,HYGL,E,2,NA,Dodder,NA,F,
29/09/2020,3,C,VERO,C,3,NA,WANI,1,1,
29/09/2020,3,C,VERO,C,3,NA,BRBI,1,1,
29/09/2020,3,C,TROR,C,2,NA,BRBI,3,3,
29/09/2020,3,C,TROR,C,2,NA,WANI,1,1,
29/09/2020,3,C,TROR,C,2,NA,CAER,1,0,
29/09/2020,3,C,ARCA,C,1,NA,VERO,3,NA,
29/09/2020,3,C,ARCA,C,1,NA,BRBI,4,4,
29/09/2020,3,C,ARCA,C,2,NA,NA,NA,NA,
29/09/2020,3,C,ARCA,T,1,NA,NA,NA,NA,
29/09/2020,3,C,PLDE,T,2,NA,WANI,1,1,"2, 7"
29/09/2020,3,C,LARO,E,1,NA,BRBI,4,4,
29/09/2020,3,C,LARO,E,1,NA,WANI,1,1,
29/09/2020,3,C,ARCA,E,2,NA,BRBI,2,1,
29/09/2020,3,C,VERO,E,2,NA,NA,NA,NA,
30/09/2020,7,B,VERO,C,2,NA,POMU,11,11,
30/09/2020,7,B,VERO,C,2,NA,Dodder,NA,F,
30/09/2020,7,B,VERO,C,2,NA,PEAI,1,1,
30/09/2020,7,B,POLE,E,2,NA,POMU,15,15,
30/09/2020,7,B,POLE,E,2,NA,PTGA,1,1,
30/09/2020,7,B,POLE,E,2,NA,CAER,3,3,
30/09/2020,7,B,POLE,E,2,NA,Dodder,NA,F,
30/09/2020,7,B,VERO,E,2,NA,POMU,3,3,
30/09/2020,7,B,VERO,E,2,NA,VERO,1,1,
30/09/2020,7,B,VERO,E,2,NA,CHPS,10,NA,
30/09/2020,7,B,VERO,E,2,NA,Dodder,NA,F,
30/09/2020,7,B,ARCA,C,2,NA,CRCO,10,0,
30/09/2020,7,B,ARCA,C,2,NA,CHPS,15,NA,
30/09/2020,7,B,ARCA,C,2,NA,POMU,4,4,
30/09/2020,7,B,ARCA,C,2,NA,VERO,2,2,
30/09/2020,7,B,TROR,T,2,NA,NA,NA,NA,
30/09/2020,7,B,TRCY,T,1,NA,POMU,6,6,"10, 9"
30/09/2020,7,B,TRCY,T,1,NA,Dodder,NA,F,
30/09/2020,7,B,TRCY,T,1,NA,VERO,1,1,
30/09/2020,7,B,LARO,T,1,NA,POMU,1,1,"1, 1"
30/09/2020,7,B,LARO,T,1,NA,Dodder,NA,F,
30/09/2020,7,B,POLE,T,2,NA,VERO,3,3,
30/09/2020,7,B,POLE,T,2,NA,POMU,3,3,
30/09/2020,7,B,POLE,T,2,NA,CHPS,4,NA,
30/09/2020,7,B,POLE,T,2,NA,PTGA,1,1,
30/09/2020,7,C,POLE,T,1,NA,VERO,3,3,
30/09/2020,7,C,POLE,T,1,NA,POMU,2,2,
30/09/2020,7,C,POLE,T,1,NA,PEAI,2,2,
30/09/2020,7,C,POLE,T,1,NA,CRCO,13,3,
30/09/2020,7,C,POLE,T,1,NA,CHPS,7,NA,
30/09/2020,7,C,POLE,T,1,NA,Dodder,NA,F,
30/09/2020,7,C,ARCA,C,2,NA,VERO,6,6,"3, 9"
30/09/2020,7,C,ARCA,C,2,NA,CHPS,4,NA,
30/09/2020,7,C,ARCA,C,2,NA,Dodder,NA,F,
30/09/2020,7,C,LARO,C,2,NA,VERO,6,6,
30/09/2020,7,C,LARO,C,2,NA,CHPS,20,NA,
30/09/2020,7,C,LARO,C,2,NA,Dodder,NA,F,
29/09/2020,3,A,PLDE,E,3,NA,NA,NA,NA,
29/09/2020,3,A,TROR,C,1,NA,VERO,2,1,A lot of VERO herbivory
29/09/2020,3,A,TROR,C,1,NA,UNK G,1,0,Grass
29/09/2020,3,A,PLDE,E,2,NA,VERO,4,NA,A lot of VERO herbivory
29/09/2020,3,A,TROR,E,1,NA,VERO,7,NA,A lot of VERO herbivory
29/09/2020,3,A,TROR,E,1,NA,WANI,1,1,
29/09/2020,3,A,TROR,E,1,NA,Dodder,NA,F,
29/09/2020,3,A,PEAI,C,1,NA,VERO,5,NA,
29/09/2020,3,A,PEAI,C,1,NA,Cheilanthes,1,0,
29/09/2020,3,A,TRCY,E,2,NA,VERO,1,1,
29/09/2020,3,A,TRCY,E,2,NA,BRIB,1,1,
29/09/2020,3,A,LARO,C,3,NA,VERO,1,0,
29/09/2020,3,A,PLDE,E,1,NA,NA,NA,NA,
29/09/2020,3,A,TRCY,T,2,NA,VERO,4,1,
29/09/2020,3,A,PEAI,T,2,NA,NA,NA,NA,
29/09/2020,3,A,TROR,T,2,NA,BRBI,5,NA,
29/09/2020,3,A,TROR,T,2,NA,WANI,2,2,
29/09/2020,3,A,TROR,C,3,NA,WANI,1,1,
29/09/2020,3,A,TROR,C,3,NA,BRBI,1,1,
29/09/2020,3,A,HYGL,T,2,NA,VECY,1,1,
29/09/2020,3,A,HYGL,T,2,NA,BRBI,1,1,
29/09/2020,3,A,ARCA,C,1,NA,BRBI,1,1,
29/09/2020,3,A,TRCY,C,2,NA,WAAC,2,0,
29/09/2020,3,A,TRCY,C,2,NA,BRBI,1,NA,
29/09/2020,3,A,ARCA,E,1,NA,NA,NA,NA,
29/09/2020,3,A,TROR,T,2,NA,NA,NA,NA,
29/09/2020,3,A,ARCA,T,2,NA,VERO,5,NA,
29/09/2020,3,A,ARCA,T,2,NA,Cheilanthes,1,0,
29/09/2020,3,A,ARCA,T,2,NA,WANI,1,1,
29/09/2020,3,A,LARO,E,1,NA,VERO,1,NA,
29/09/2020,3,B,TROR,C,3,NA,GITE,1,1,
29/09/2020,3,B,TRCY,T,2,NA,GITE,1,NA,
29/09/2020,3,B,LARO,T,2,NA,GITE,3,NA,
29/09/2020,3,B,TROR,C,2,NA,WANI,2,2,
29/09/2020,3,B,TROR,C,2,NA,Cheilanthes,2,0,
29/09/2020,3,B,TROR,C,2,NA,ERCY,1,1,
29/09/2020,3,B,PLDE,C,2,NA,Cheilanthes,1,0,"3, 7"
29/09/2020,3,B,TRCY,C,2,NA,NA,NA,NA,
29/09/2020,3,B,PEAI,T,2,NA,Cheilanthes,2,NA,
29/09/2020,3,B,ARCA,E,3,NA,Cheilanthes,2,NA,
29/09/2020,3,B,TROR,E,1,NA,NA,NA,NA,"5, 9"
29/09/2020,3,B,PEAI,T,1,NA,Cheilanthes,2,NA,
29/09/2020,3,B,PLDE,E,3,NA,NA,NA,NA,
29/09/2020,3,C,ARCA,E,3,NA,BRBI,1,1,
29/09/2020,3,C,ARCA,T,2,NA,ERCY,1,1,
29/09/2020,3,C,ARCA,T,2,NA,BRBI,1,1,
29/09/2020,3,C,PLDE,E,2,NA,NA,NA,NA,
29/09/2020,3,C,ARCA,E,1,NA,NA,NA,NA,
29/09/2020,3,C,VERO,C,2,NA,WANI,2,2,
29/09/2020,3,C,VERO,C,2,NA,POCA,1,1,
29/09/2020,3,C,VERO,C,2,NA,BRBI,1,1,
29/09/2020,4,A,LARO,C,1,NA,POMU,19,4,
29/09/2020,4,A,LARO,C,1,NA,Dodder,NA,F,
29/09/2020,4,A,ARCA,C,1,NA,POMU,11,3,"Many dead, will affect phenology count"
29/09/2020,4,A,ARCA,C,1,NA,VERO,2,NA,
29/09/2020,4,A,HYGL,C,3,NA,POMU,22,12,
29/09/2020,4,A,HYGL,C,3,NA,Dodder,NA,F,
29/09/2020,4,A,ARCA,C,2,NA,POMU,18,NA,
29/09/2020,4,A,ARCA,C,2,NA,ARCO,1,1,
29/09/2020,4,A,LARO,E,1,NA,POMU,5,1,
29/09/2020,4,A,LARO,E,1,NA,Dodder,NA,NA,
29/09/2020,4,A,PEAI,E,1,NA,POMU,8,4,
29/09/2020,4,A,PEAI,E,1,NA,ARCA,1,1,
29/09/2020,4,A,PEAI,E,1,NA,CHPS,7,NA,
29/09/2020,8,B,TRCY,E,1,NA,CAER,4,1,
29/09/2020,8,B,TRCY,E,3,NA,BUSE,1,1,
29/09/2020,8,B,TRCY,C,2,NA,BUSE,1,1,"4, 4"
29/09/2020,8,B,TRCY,C,2,NA,VERO,4,2-Feb,Number flowering out of the number alive
29/09/2020,8,B,VERO,T,1,NA,WANI,2,2,
29/09/2020,8,B,LARO,C,3,NA,TRCY,1,1,
29/09/2020,8,B,LARO,C,3,NA,BRBI,1,1,
29/09/2020,8,B,LARO,T,2,NA,NA,NA,NA,
29/09/2020,8,C,PEAI,T,2,NA,VERO,1,NA,
29/09/2020,8,C,LARO,E,2,NA,NA,NA,NA,Missed seeds from 1 flower. Has a focal! Alive!
29/09/2020,8,C,TRCY,E,2,NA,UNK F,1,0,
29/09/2020,8,C,ARCA,C,3,NA,NA,NA,NA,
29/09/2020,8,A,LARO,T,1,NA,Dodder,NA,F,"10, 3"
29/09/2020,8,A,LARO,T,1,NA,VERO,1,1,
29/09/2020,8,A,LARO,E,2,NA,Dodder,NA,F,
29/09/2020,8,A,LARO,E,2,NA,VERO,1,1,
29/09/2020,8,A,LARO,C,3,NA,NA,NA,NA,
29/09/2020,8,A,VERO,C,3,NA,VERO,2,2,"8, 9"
29/09/2020,8,A,VERO,C,3,NA,PTGAA,1,1,
29/09/2020,8,A,VERO,C,3,NA,Dodder,NA,F,
29/09/2020,8,A,VERO,T,1,NA,VERO,1,1,
29/09/2020,8,A,TRCY,C,1,NA,VERO,5,4,"3, 6"
29/09/2020,8,A,TRCY,C,1,NA,PTGA,1,1,
29/09/2020,8,A,TRCY,C,1,NA,CAHI,2,2,
29/09/2020,8,A,TROR,C,3,NA,MOMO,2,1,
29/09/2020,8,A,TROR,C,3,NA,GOBE,1,1,
29/09/2020,8,A,TROR,C,3,NA,BUSE,1,1,
29/09/2020,8,A,HYGL,C,1,NA,ARCA,2,1,
29/09/2020,8,A,HYGL,C,1,NA,Dodder,NA,F,
29/09/2020,8,A,HYGL,C,1,NA,UNK G,1,0,
29/09/2020,3,A,PLDE,C,1,NA,VERO,3,3,
29/09/2020,3,A,PLDE,C,1,NA,WANI,1,1,
29/09/2020,3,A,PLDE,C,1,NA,BRBI,2,1-Jan,
29/09/2020,5,C,ARCA,T,1,NA,UNK A,1,0,Died before thinning
29/09/2020,5,C,HYGL,C,2,NA,NA,NA,NA,New germs since
29/09/2020,5,C,HYGL,C,3,I,HYGL,1,0,"Dead, 0 seeds"
29/09/2020,5,C,ARCA,C,2,NA,NA,NA,NA,
29/09/2020,5,C,PEAI,T,2,NA,NA,NA,NA,
29/09/2020,5,C,PEAI,C,3,NA,NA,NA,NA,
29/09/2020,5,C,LARO,E,3,NA,CAER,2,0,
29/09/2020,5,C,HYGL,T,2,NA,UNK B,1,0,
29/09/2020,5,B,LARO,E,3,NA,NA,NA,NA,
29/09/2020,5,B,HYGL,E,2,NA,CAER,5,0?,"2, 8. CAER mostly seeding"
29/09/2020,5,B,HYGL,E,2,NA,UNK C,3,NA,
29/09/2020,5,B,LARO,E,1,NA,WANI,1,0,
29/09/2020,5,B,LARO,E,1,NA,CAER,3,0?,CAER mostly seeding
29/09/2020,5,B,LARO,T,2,NA,WANI,1,1,"3, 6"
29/09/2020,5,B,TROR,E,3,NA,CAER,2,0?,CAER mostly seeding
29/09/2020,5,B,ARCA,E,3,NA,WANI,1,1,
29/09/2020,5,B,ARCA,E,3,NA,CAER,1,0?,CAER mostly seeding
29/09/2020,5,B,TROR,E,2,NA,POCA,1,1,
29/09/2020,5,B,TROR,E,2,NA,CAER,5,1?,CAER mostly seeding
29/09/2020,5,B,TRCY,C,2,NA,WANI,1,1,
29/09/2020,5,B,TRCY,C,2,NA,GOBE,1,0,
29/09/2020,5,B,HYGL,E,3,NA,NA,NA,NA,
29/09/2020,5,B,TROR,T,1,NA,NA,NA,NA,"1, 4"
29/09/2020,5,B,HYGL,C,3,NA,WANI,1,NA,
29/09/2020,5,B,HYGL,C,3,NA,POCA,1,1,
29/09/2020,5,B,HYGL,C,3,NA,CAER,2,1,
29/09/2020,5,B,HYGL,T,1,NA,CAER,2,1,
29/09/2020,5,B,HYGL,T,1,NA,POCA,1,1,
29/09/2020,5,B,PEAI,T,1,NA,CAER,1,0,"2, 4"
29/09/2020,5,B,HYGL,C,2,NA,WANI,2,0,
29/09/2020,5,B,HYGL,C,2,NA,PTGA,1,1,
29/09/2020,5,B,HYGL,C,2,NA,PEAI,1,0,
29/09/2020,5,B,HYGL,E,1,NA,POCA,2,NA,
29/09/2020,5,A,ARCA,C,1,NA,POLE,3,2,
29/09/2020,5,A,ARCA,C,1,NA,HYGL,4,4,
29/09/2020,5,A,ARCA,C,1,NA,TROR,1,1,
29/09/2020,5,A,ARCA,C,1,NA,CAER,3,3,
29/09/2020,5,A,ARCA,C,1,NA,CAHI,1,1,
29/09/2020,5,A,ARCA,C,1,NA,CRCO,5,0,
29/09/2020,5,A,TRCY,E,3,NA,WANI,2,2,
29/09/2020,5,A,TROR,T,1,NA,WANI,1,1,
29/09/2020,5,A,TROR,T,1,NA,POLE,1,1,
29/09/2020,5,A,TROR,T,1,NA,HYGL,1,0,
29/09/2020,5,A,POLE,E,3,NA,WANI,1,0,"7, 9"
29/09/2020,5,A,ARCA,E,3,NA,NA,NA,NA,
29/09/2020,5,A,TROR,E,3,NA,NA,NA,NA,
30/09/2020,2,B,POLE,E,1,NA,NA,NA,NA,"10, 8"
30/09/2020,2,B,HYGL,T,2,NA,POMU,1,1,"7, 8"
30/09/2020,2,B,TRCY,C,2,NA,POMU,2,2,
30/09/2020,2,B,TRCY,C,2,NA,Dodder,NA,F,
30/09/2020,2,B,TRCY,C,2,NA,VERO,4,4,
30/09/2020,2,B,ARCA,C,2,NA,POMU,3,3,"1, 4"
30/09/2020,2,B,ARCA,C,2,NA,VERO,3,3,
30/09/2020,2,B,ARCA,C,2,NA,Dodder,NA,F,
30/09/2020,2,B,TROR,C,3,NA,VERO,1,1,
30/09/2020,2,B,TROR,C,3,NA,Dodder,NA,F,
30/09/2020,2,B,ARCA,T,1,NA,POMU,2,2,"4, 3"
30/09/2020,2,B,ARCA,T,1,NA,WANI,1,1,
30/09/2020,2,B,ARCA,T,1,NA,VERO,1,NA,
30/09/2020,2,B,ARCA,T,1,NA,Dodder,NA,F,
30/09/2020,2,B,LARO,C,3,NA,POMU,4,4,
30/09/2020,2,B,LARO,C,3,NA,Dodder,NA,F,
30/09/2020,2,B,LARO,C,3,NA,CHPS,3,NA,
30/09/2020,2,B,TRCY,E,2,NA,NA,NA,NA,
30/09/2020,2,C,LARO,T,1,NA,VERO,2,NA,"10, 6"
30/09/2020,2,C,LARO,T,1,NA,POMU,9,7-Jul,
30/09/2020,2,C,LARO,T,1,NA,Dodder,NA,F,
30/09/2020,2,C,TRCY,T,2,NA,POMU,6,5,"8, 7"
30/09/2020,2,C,TRCY,T,2,NA,CHPS,2,NA,
30/09/2020,2,C,TRCY,T,2,NA,VERO,1,1,
30/09/2020,2,C,TRCY,T,2,NA,Dodder,NA,F,
30/09/2020,2,C,TROR,C,2,NA,VERO,1,1,
30/09/2020,2,C,TROR,C,2,NA,POMU,6,NA,
30/09/2020,2,C,TROR,C,2,NA,Dodder,NA,F,
30/09/2020,2,C,LARO,C,1,NA,ARCO,1,0,
30/09/2020,2,C,LARO,C,1,NA,POMU,7,6-Jun,
30/09/2020,2,C,LARO,C,1,NA,CHPS,37,NA,
30/09/2020,2,C,LARO,T,2,NA,NA,NA,NA,
30/09/2020,2,C,HYGL,E,2,NA,POMU,25,NA,
30/09/2020,2,C,HYGL,E,2,NA,PTGA,2,2,
30/09/2020,2,C,HYGL,E,2,NA,ARCA,6,4-Apr,
30/09/2020,2,C,HYGL,E,2,NA,Dodder,NA,NA,
30/09/2020,2,C,LARO,E,1,NA,NA,NA,NA,
30/09/2020,2,C,LARO,C,3,NA,VERO,2,NA,
30/09/2020,2,C,LARO,C,3,NA,ARCA,2,2,
30/09/2020,2,C,LARO,C,3,NA,POMU,9,NA,
30/09/2020,2,C,LARO,C,3,NA,Dodder,NA,NA,
30/09/2020,6,A,PEAI,C,1,NA,VERO,1,1,
30/09/2020,6,A,PEAI,C,1,NA,BRIB,2,2,
30/09/2020,6,A,PEAI,C,1,NA,POMU,5,5,
30/09/2020,6,A,LARO,C,2,NA,VERO,2,2,
30/09/2020,6,A,HYGL,T,2,NA,VERO,3,3,"7, 1"
30/09/2020,6,A,ARCA,C,2,NA,VERO,3,3,
30/09/2020,6,A,HYGL,T,1,NA,VERO,9,9,
30/09/2020,6,A,PEAI,C,2,NA,VERO,3,3,
30/09/2020,6,A,PEAI,C,2,NA,POMU,5,5,
30/09/2020,6,A,PEAI,C,2,NA,CHPS,4,NA,
30/09/2020,6,C,TRCY,T,2,NA,POMU,1,1,
30/09/2020,6,C,HYGL,E,3,NA,POMU,14,12-Dec,
30/09/2020,6,C,HYGL,E,3,NA,VERO,1,1,
30/09/2020,6,C,TRCY,C,3,NA,POMU,9,9,
30/09/2020,6,C,TRCY,C,3,NA,CHPS,6,NA,
30/09/2020,6,C,LARO,E,3,NA,NA,NA,NA,
30/09/2020,6,C,TROR,T,1,NA,POCA,1,1,"7, 2"
30/09/2020,6,C,TROR,T,1,NA,POMU,15,15,
30/09/2020,6,C,TROR,T,2,NA,POMU,2,2,"3, 8"
30/09/2020,6,C,TROR,T,2,NA,CHPS,9,NA,
30/09/2020,6,C,TROR,T,2,NA,UNK Z,1,1,Have a small drawing if helpful
30/09/2020,6,C,TRCY,T,1,NA,POMU,6,6,"3, 6"
11/09/2020,7,C,PEAI,C,2,I,VERO,6,6,"Page 3, assuming 11/09"
11/09/2020,7,C,PEAI,C,2,I,CHPS,16,0,
11/09/2020,7,C,PEAI,C,2,I,POMU,1,0,
11/09/2020,7,C,PEAI,C,2,I,CRCO,4,0,
11/09/2020,7,C,PEAI,C,2,I,UNK 1,NA,NA,Very spiky bud
11/09/2020,7,C,TROR,E,1,S,NA,NA,NA,Accidentally broke off seeds while trying to bag
11/09/2020,7,C,HYGL,C,1,I,VERO,14,14,"Focal almost dead, has white fluff at base"
11/09/2020,7,C,HYGL,C,1,I,CHPS,10,0,
11/09/2020,7,C,HYGL,C,1,I,Dodder,NA,F,Dodder not on focal
11/09/2020,7,C,ARCA,E,1,B,NA,NA,NA,
11/09/2020,7,C,POLE,T,2,B,NA,NA,NA,
11/09/2020,7,C,POLE,E,3,F,NA,NA,NA,
11/09/2020,7,A,PEAI,T,1,I,NA,NA,NA,
11/09/2020,7,A,ARCA,E,1,B,NA,NA,NA,
11/09/2020,7,A,PEAI,E,1,B,NA,NA,NA,
11/09/2020,7,A,PEAI,E,2,B,NA,NA,NA,
11/09/2020,7,A,VERO,E,1,S,NA,NA,NA,
11/09/2020,7,A,ARCA,E,3,B,Dodder,NA,NA,Dodder not on focal
11/09/2020,7,A,POLE,E,1,F,NA,NA,NA,
11/09/2020,7,A,TROR,E,2,S,NA,NA,NA,
11/09/2020,7,A,LARO,C,2,F,Dodder,NA,F,"Dodder on focal, a lot"
11/09/2020,7,A,LARO,C,2,F,POMU,7,1,
11/09/2020,7,A,LARO,C,2,F,VERO,4,4,
11/09/2020,7,A,LARO,C,2,F,CRCO,4,0,
11/09/2020,7,A,VERO,C,1,S,POMU,9,0,
11/09/2020,7,A,VERO,C,1,S,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,VERO,C,1,S,VERO,6,6,
11/09/2020,7,A,VERO,C,1,S,CHPS,11,0,
11/09/2020,7,A,PEAI,C,2,I,VERO,4,3,
11/09/2020,7,A,PEAI,C,2,I,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,PEAI,C,2,I,POMU,3,0,
11/09/2020,7,A,ARCA,C,1,I,VERO,10,8,
11/09/2020,7,A,ARCA,C,1,I,POMU,3,0,
11/09/2020,7,A,ARCA,C,1,I,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,PEAI,E,3,I,NA,NA,NA,
11/09/2020,7,A,HYGL,C,2,S,POMU,5,0,
11/09/2020,7,A,HYGL,C,2,S,VERO,3,3,
11/09/2020,7,A,HYGL,C,2,S,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,HYGL,C,2,S,CHPS,4,0,
11/09/2020,7,A,HYGL,C,2,S,CRCO,9,0,
11/09/2020,7,A,TROR,T,1,S,NA,NA,NA,
11/09/2020,7,A,HYGL,C,3,F,VERO,5,5,
11/09/2020,7,A,HYGL,C,3,F,POMU,6,0,
11/09/2020,7,A,HYGL,C,3,F,HYGL,1,1,
11/09/2020,7,A,HYGL,C,3,F,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,TRCY,C,1,S,VERO,8,8,
11/09/2020,7,A,TRCY,C,1,S,POMU,7,0,
11/09/2020,7,A,TRCY,C,1,S,CRCO,1,0,
11/09/2020,7,A,TRCY,C,1,S,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,TRCY,E,2,S,NA,NA,NA,"Page 4, 11/09"
11/09/2020,7,A,VERO,C,3,S,VERO,2,2,
11/09/2020,7,A,VERO,C,3,S,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,VERO,C,3,S,POMU,1,0,
11/09/2020,7,A,VERO,C,3,S,CRCO,1,0,
11/09/2020,7,A,LARO,C,1,I,POMU,2,0,Top gone
11/09/2020,7,A,LARO,C,1,I,VERO,3,2,
11/09/2020,7,A,LARO,C,1,I,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,VERO,E,2,S,NA,NA,NA,
11/09/2020,7,A,LARO,E,2,S,NA,NA,NA,
11/09/2020,7,A,TRCY,E,1,S,NA,NA,NA,Dodder
11/09/2020,7,A,TROR,C,1,B,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,TROR,C,1,B,VERO,8,7,
11/09/2020,7,A,TRCY,C,3,S,Dodder,NA,F,Dodder on focal. Covered in dodder flowers
11/09/2020,7,A,TRCY,C,3,S,POMU,1,0,
11/09/2020,7,A,TRCY,C,3,S,VERO,11,5,
11/09/2020,7,A,TRCY,C,3,S,CRCO,4,0,
11/09/2020,7,A,TROR,C,2,S,VERO,13,9,Accidentally came up with dodder. Almost dead anyway. Collected
11/09/2020,7,A,TROR,C,2,S,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,TROR,C,2,S,POMU,1,0,
11/09/2020,7,A,TRCY,C,2,T,VERO,11,8,
11/09/2020,7,A,TRCY,C,2,T,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,TRCY,C,2,T,POMU,1,0,
11/09/2020,7,A,VERO,E,3,S,NA,NA,NA,
11/09/2020,7,A,TRCY,E,3,S,NA,NA,NA,
11/09/2020,7,A,PEAI,C,3,S,VERO,12,12,
11/09/2020,7,A,VERO,T,1,S,Dodder,NA,NA,Dodder
11/09/2020,7,A,TROR,C,3,S,Dodder,NA,F,Dodder on focal
