Date surveyed,Site,Plot,Species,C_E_or_T,Rep,"Phenology (I, B, F, S)",Neighbour_sp,Neighbour_count,Number neighbours flowering or seeding,Notes
12/09/2020,3,A,LARO,C,2,F,VERO,4,3,
12/09/2020,3,A,LARO,C,2,F,Cheilanthes,7,0,
12/09/2020,3,A,LARO,C,2,F,UNK 10,1,0,
12/09/2020,3,A,TRCY,E,3,S,NA,NA,NA,
12/09/2020,3,A,ARCA,C,3,I,VERO,3,3,
12/09/2020,3,A,VERO,E,1,B,NA,NA,NA,
12/09/2020,3,A,LARO,E,2,B,NA,NA,NA,
12/09/2020,3,A,HYGL,C,2,I/S,VERO,3,3,"Flowers dead, no seed"
12/09/2020,3,A,HYGL,C,2,I/S,WAAC,3,3,
12/09/2020,3,A,HYGL,C,2,I/S,BRCI,1,0,
12/09/2020,3,A,ARCA,E,3,B,NA,NA,NA,
12/09/2020,3,A,TROR,E,3,I,NA,NA,NA,Dead
12/09/2020,3,A,ARCA,E,2,B,NA,,,
12/09/2020,3,A,,,,,VERO,4,4,Not sure which plot this is
12/09/2020,3,A,,,,,WAAC,1,1,Not sure which plot this is
12/09/2020,3,A,,,,,BRCI,2,1,Not sure which plot this is
12/09/2020,3,A,,,,,Erodium,1,1,Not sure which plot this is
12/09/2020,3,A,PLDE,C,3,S,VERO,1,1,
12/09/2020,3,A,PLDE,C,3,S,BRCI,1,0,
12/09/2020,3,A,TRCY,C,1,S,Dodder,NA,F,Dodder on focal. Focal broken in half and collected
12/09/2020,3,A,TRCY,C,1,S,VERO,2,0,Check it's vero
12/09/2020,3,A,TRCY,C,1,S,PEAI,1,1,
12/09/2020,3,A,TRCY,C,1,S,BRCI,1,1,
12/09/2020,3,A,PEAI,E,3,I,NA,NA,NA,
12/09/2020,3,A,PEAI,E,1,S,NA,NA,NA,
12/09/2020,3,A,PLDE,T,1,S,NA,NA,NA,
12/09/2020,2,C,ARCA,E,1,B,NA,NA,NA,
12/09/2020,2,C,PLDE,E,2,S,NA,NA,NA,
12/09/2020,2,C,POLE,C,2,F,ARCA,2,0,
12/09/2020,2,C,POLE,C,2,F,POMU,25,5,
12/09/2020,2,C,POLE,C,2,F,PTGA,3,3,
12/09/2020,2,C,ARCA,E,3,F,NA,NA,NA,
12/09/2020,2,C,TRCY,E,2,S,NA,NA,NA,
12/09/2020,2,C,VERO,E,1,B,NA,NA,NA,Dead
13/09/2020,2,C,TRCY,C,2,S,VERO,4,3,"One seed on plant, not bagged"
13/09/2020,2,C,TRCY,C,2,S,POMU,9,3,
13/09/2020,2,C,TRCY,C,2,S,CHPS,17,0,
13/09/2020,2,C,TRCY,C,2,S,Dodder,NA,NA,Dodder on focal
13/09/2020,2,C,PEAI,C,3,S,CHPS,5,0,
13/09/2020,2,C,PEAI,C,3,S,POMU,3,0,
13/09/2020,2,C,PEAI,C,3,S,VERO,2,2,
13/09/2020,2,C,PEAI,C,3,S,Dodder,NA,NA,Dodder not on focal
13/09/2020,2,C,PLDE,C,3,S,VERO,2,1,
13/09/2020,2,C,PLDE,C,3,S,POMU,6,2,
13/09/2020,2,C,PLDE,C,3,S,CHPS,3,0,
13/09/2020,2,C,PLDE,C,3,S,Dodder,NA,NA,Dodder on focal
13/09/2020,2,C,HYGL,C,2,S,Dodder,NA,NA,"Dodder on focal, a lot"
13/09/2020,2,C,HYGL,C,2,S,VERO,1,0,
13/09/2020,2,C,HYGL,C,2,S,CHPS,8,0,
13/09/2020,2,C,HYGL,C,2,S,POMU,3,0,
13/09/2020,2,C,ARCA,E,2,F,NA,NA,NA,
13/09/2020,2,C,POLE,E,3,B,NA,NA,NA,
13/09/2020,2,C,TROR,C,3,S,Dodder,NA,NA,Dodder on focal
13/09/2020,2,C,TROR,C,3,S,POMU,14,5,
13/09/2020,2,C,TROR,C,3,S,VERO,2,1,
13/09/2020,2,C,TROR,C,3,S,CAER,1,1,
13/09/2020,2,C,TROR,C,3,S,Erodium,2,2,
13/09/2020,2,C,TROR,C,1,S,VERO,2,2,
13/09/2020,2,C,TROR,C,1,S,Dodder,NA,NA,Dodder not on focal
13/09/2020,2,C,TROR,C,1,S,POMU,6,4,
13/09/2020,2,C,TROR,C,1,S,CHPS,5,0,
13/09/2020,2,C,TRCY,C,3,S,Dodder,NA,NA,Dodder on focal. Two TRCYs removed
13/09/2020,2,C,TRCY,C,3,S,VERO,1,0,
13/09/2020,2,C,TRCY,C,3,S,POMU,11,3,
13/09/2020,2,C,TRCY,C,3,S,CHPS,8,0,
13/09/2020,2,C,TRCY,C,3,S,CRCO,2,0,
13/09/2020,2,C,TRCY,C,1,S,POMU,5,3,
13/09/2020,2,C,TRCY,C,1,S,ARCO,1,1,
13/09/2020,2,C,TRCY,C,1,S,CHPS,7,0,
13/09/2020,2,C,TRCY,C,1,S,Dodder,NA,NA,Dodder on focal
13/09/2020,2,C,VERO,T,1,F,NA,NA,NA,
13/09/2020,2,C,ARCA,C,2,B,POMU,7,3,
13/09/2020,2,C,ARCA,C,2,B,ARCO,1,1,
13/09/2020,2,C,ARCA,C,2,B,Dodder,NA,NA,Dodder on focal
13/09/2020,2,C,ARCA,C,2,B,CHPS,10,0,
13/09/2020,2,C,ARCA,C,2,B,CRCO,2,0,
13/09/2020,2,C,ARCA,C,2,B,Unk. Grass 4,1,0,UG4. Awful texture. Very hairy
13/09/2020,2,C,TROR,E,2,S,NA,NA,NA,
13/09/2020,2,C,VERO,E,2,S,NA,NA,NA,Seed pod broke off. Collected
13/09/2020,2,C,TRCY,E,1,S,NA,NA,NA,
13/09/2020,2,C,VERO,C,3,S,VERO,4,4,
13/09/2020,2,C,VERO,C,3,S,POMU,4,1,
13/09/2020,2,C,VERO,C,3,S,CHPS,5,0,
13/09/2020,2,C,VERO,C,3,S,UNK 11,1,1,"Red, vaguely Haloragis"
13/09/2020,2,C,VERO,C,3,S,PTGA,1,1,
13/09/2020,2,C,VERO,C,3,S,UNK 12,1,1,
13/09/2020,2,C,VERO,C,3,S,Dodder,NA,NA,Dodder on focal
13/09/2020,2,C,POLE,C,1,F,POMU,10,1,
13/09/2020,2,C,POLE,C,1,F,ARCO,1,1,
13/09/2020,2,C,POLE,C,1,F,CHPS,4,0,
13/09/2020,2,C,POLE,C,1,F,VERO,4,0,
13/09/2020,2,C,POLE,C,1,F,Dodder,NA,NA,Dodder on focal
13/09/2020,2,C,VERO,C,1,B,Dodder,NA,NA,Dodder on focal
13/09/2020,2,C,VERO,C,1,B,VERO,2,1,
13/09/2020,2,C,VERO,C,1,B,POMU,2,0,
13/09/2020,2,C,PLDE,C,1,S,Dodder,NA,NA,"Dodder on focal. Focal very almost dead. If I bag it, it will die. Photo taken"
13/09/2020,2,C,PLDE,C,1,S,ARCA,1,0,
13/09/2020,2,C,PLDE,C,1,S,VERO,4,4,
13/09/2020,2,C,PLDE,C,1,S,POMU,7,0,
13/09/2020,2,C,PLDE,C,1,S,PTGA,1,1,
13/09/2020,2,B,PEAI,E,2,F,NA,NA,NA,
13/09/2020,2,B,VERO,E,2,S,NA,NA,NA,"Seed pod broke off, collected"
13/09/2020,2,B,ARCA,C,2,F,POMU,4,0,
13/09/2020,2,B,ARCA,C,2,F,Dodder,NA,F,Dodder not on focal
13/09/2020,2,B,ARCA,C,2,F,VERO,2,2,
13/09/2020,2,B,ARCA,C,2,F,ARCO,1,1,
13/09/2020,2,B,ARCA,E,1,B,NA,NA,NA,
13/09/2020,2,B,TRCY,E,1,S,Dodder,NA,NA,Dodder
13/09/2020,2,B,LARO,T,1,B,NA,NA,NA,Almost dead
13/09/2020,2,B,PLDE,E,3,S,Dodder,NA,NA,Dodder
13/09/2020,2,B,ARCA,C,3,I,Dodder,NA,F,"Dodder on focal, a lot"
13/09/2020,2,B,ARCA,C,3,I,POMU,5,2,
13/09/2020,2,B,ARCA,C,3,I,VERO,3,0,
13/09/2020,2,B,LARO,C,1,S,Dodder,NA,F,"Dodder on focal, smothered"
13/09/2020,2,B,LARO,C,1,S,VERO,8,4,
13/09/2020,2,B,LARO,E,2,S,NA,NA,NA,"Dead. Flower open. 1 seed collected, looks viable. One flower"
13/09/2020,2,B,PEAI,E,1,B,NA,NA,NA,
13/09/2020,2,B,ARCA,E,2,F,NA,NA,NA,
13/09/2020,2,B,HYGL,E,1,I,NA,NA,NA,Dead
13/09/2020,2,B,LARO,T,2,B,NA,NA,NA,"2 'flowers', 1 'aborted', 1 bud."
13/09/2020,2,B,HYGL,C,1,S,VERO,1,1,"Focal almost dead, has white fluff at base"
13/09/2020,2,B,HYGL,C,1,S,Dodder,NA,F,"Dodder on focal, a lot"
13/09/2020,2,B,HYGL,C,1,S,POMU,4,1,
13/09/2020,2,B,VERO,C,3,I,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,VERO,C,3,I,POMU,2,2,
13/09/2020,2,B,VERO,C,3,I,VERO,1,1,
13/09/2020,2,B,PLDE,C,3,S,VERO,2,2,Focal almost dead
13/09/2020,2,B,PLDE,C,3,S,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,PEAI,C,3,I,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,PEAI,C,3,I,WAAC,1,1,
13/09/2020,2,B,PEAI,C,3,I,VERO,3,3,
13/09/2020,2,B,VERO,E,3,S,NA,NA,NA,
13/09/2020,2,B,TROR,C,2,I,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,TROR,C,2,I,VERO,7,2,
13/09/2020,2,B,POLE,C,2,NA,VERO,3,1,Focal dead
13/09/2020,2,B,POLE,C,2,NA,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,POLE,C,2,NA,POMU,2,0,
13/09/2020,2,B,TROR,E,3,F,NA,NA,NA,
13/09/2020,2,B,PLDE,T,1,S,NA,NA,NA,
13/09/2020,2,B,VERO,T,1,S,NA,NA,NA,
13/09/2020,2,B,PLDE,E,2,S,NA,NA,NA,
13/09/2020,2,B,PLDE,C,2,I,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,PLDE,C,2,I,VERO,3,1,
13/09/2020,2,B,PLDE,C,2,I,POMU,1,0,
13/09/2020,2,B,VERO,C,2,I,POMU,3,0,Focal dead
13/09/2020,2,B,VERO,C,2,I,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,VERO,C,2,I,VERO,6,2,
13/09/2020,2,B,VERO,C,1,F,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,VERO,C,1,F,VERO,2,1,
13/09/2020,2,B,VERO,C,1,F,POMU,2,0,
13/09/2020,2,B,LARO,E,3,F,Dodder,NA,NA,Dodder. Bag soon
13/09/2020,2,B,PEAI,T,2,I,VERO,7,5,Not thinned. Focal dead or almost
13/09/2020,2,B,PEAI,T,2,I,WAAC,1,1,
13/09/2020,2,B,PEAI,T,2,I,Dodder,NA,F,Dodder not on focal
13/09/2020,2,B,PEAI,T,2,I,POMU,1,0,
13/09/2020,2,B,HYGL,C,2,B,Dodder,NA,F,"Dodder on focal, smothered"
13/09/2020,2,B,HYGL,C,2,B,VERO,2,2,
13/09/2020,2,B,HYGL,C,2,B,POMU,2,0,
13/09/2020,2,B,PEAI,E,3,I,NA,NA,NA,Dead or almost
13/09/2020,2,B,PEAI,C,2,I,Dodder,NA,F,Dodder not on focal
13/09/2020,2,B,PEAI,C,2,I,VERO,2,2,
13/09/2020,2,B,PEAI,C,2,I,POMU,1,0,
13/09/2020,2,B,LARO,E,1,NA,NA,NA,NA,"One flower, dead"
13/09/2020,2,B,TRCY,C,3,I,POMU,1,1,
13/09/2020,2,B,TRCY,C,3,I,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,TRCY,C,3,I,VERO,1,1,
13/09/2020,2,B,TROR,E,1,S,NA,NA,NA,
13/09/2020,2,B,POLE,E,2,F,Dodder,NA,NA,Old T. Dodder
13/09/2020,2,B,VERO,T,2,S,Dodder,NA,NA,Dodder
13/09/2020,2,B,PEAI,C,1,I,POMU,8,1,
13/09/2020,2,B,PEAI,C,1,I,Dodder,NA,NA,Dodder not on focal
13/09/2020,2,B,PEAI,C,1,I,VERO,2,0,
13/09/2020,2,B,ARCA,E,2,F,NA,NA,NA,
13/09/2020,2,B,PLDE,C,1,S,VERO,3,3,
13/09/2020,2,B,PLDE,C,1,S,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,PLDE,C,1,S,POMU,3,1,
13/09/2020,2,B,PLDE,C,1,S,CHPS,1,0,
13/09/2020,2,B,TRCY,E,3,S,NA,NA,NA,
13/09/2020,2,B,TROR,C,1,S,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,TROR,C,1,S,POMU,2,1,
13/09/2020,2,B,TROR,C,1,S,VERO,1,0,
13/09/2020,2,B,LARO,C,2,S,VERO,5,5,"Flowers open, seeds visible. Collected plant"
13/09/2020,2,B,LARO,C,2,S,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,LARO,C,2,S,POMU,3,2,
13/09/2020,2,B,VERO,E,1,S,Dodder,NA,NA,Dodder
12/09/2020,6,C,POLE,C,2,F,VERO,3,3,Old T2
12/09/2020,6,C,POLE,C,2,F,POMU,11,1,
12/09/2020,6,C,POLE,C,2,F,CHPS,11,0,
12/09/2020,6,C,TRCY,E,3,S,NA,NA,NA,
12/09/2020,6,C,TROR,C,1,S,CHPS,9,0,
12/09/2020,6,C,TROR,C,1,S,POMU,12,2,
12/09/2020,6,C,TROR,C,1,S,VERO,1,1,
12/09/2020,6,C,TROR,C,1,S,CRCO,1,0,
12/09/2020,6,C,LARO,E,1,I,NA,NA,NA,No top
12/09/2020,6,C,VERO,E,2,S,NA,NA,NA,
12/09/2020,6,C,VERO,E,1,S,NA,NA,NA,Some herbivory to buds and seeds
12/09/2020,6,C,PEAI,C,1,F,POMU,7,2,
12/09/2020,6,C,PEAI,C,1,F,CHPS,23,0,
12/09/2020,6,C,PEAI,C,1,F,VERO,1,1,
12/09/2020,6,C,PEAI,C,1,F,CRCO,11,0,
12/09/2020,6,C,PEAI,C,1,F,PEAI,2,0,
12/09/2020,6,C,TROR,E,1,S,NA,NA,NA,
12/09/2020,6,C,PEAI,E,1,B,NA,NA,NA,
12/09/2020,6,C,PEAI,C,2,I,POMU,8,0,
12/09/2020,6,C,PEAI,C,2,I,VERO,2,2,
12/09/2020,6,C,PEAI,C,2,I,PEAI,1,0,
12/09/2020,6,C,PEAI,C,2,I,CHPS,9,0,
12/09/2020,6,C,PEAI,C,2,I,CRCO,1,0,
12/09/2020,6,C,VERO,C,1,S,POMU,17,3,
12/09/2020,6,C,VERO,C,1,S,VERO,4,3,
12/09/2020,6,C,ARCA,C,3,NA,VERO,2,2,Focal died
12/09/2020,6,C,ARCA,C,3,NA,CHPS,3,0,
12/09/2020,6,C,ARCA,C,3,NA,POMU,2,0,
12/09/2020,6,C,LARO,C,2,I,VERO,4,2,Almost dead. No top
12/09/2020,6,C,LARO,C,2,I,CHPS,3,0,
12/09/2020,6,C,LARO,C,2,I,POMU,3,0,
12/09/2020,6,C,ARCA,E,3,B,NA,NA,NA,
12/09/2020,6,C,TRCY,E,2,S,NA,NA,NA,
12/09/2020,6,C,VERO,E,3,S,NA,NA,NA,
12/09/2020,6,C,VERO,T,1,S,NA,NA,NA,Broke off 1 seed bud by accident
12/09/2020,6,C,ARCA,C,2,B,VERO,1,1,
12/09/2020,6,C,ARCA,C,2,B,POMU,3,2,
12/09/2020,6,C,LARO,C,3,F,VERO,2,2,
12/09/2020,6,C,LARO,C,3,F,POMU,4,0,
12/09/2020,6,C,LARO,C,3,F,CHPS,1,0,
12/09/2020,6,C,ARCA,E,2,B,NA,NA,NA,
12/09/2020,6,C,TRCY,E,1,S,NA,NA,NA,
12/09/2020,6,C,VERO,T,2,F,NA,NA,NA,
12/09/2020,6,C,TROR,C,2,S,POMU,13,3,
12/09/2020,6,C,PEAI,C,3,I,POMU,11,0,Focal almost dead?
12/09/2020,6,C,VERO,C,3,B,POMU,4,0,
12/09/2020,6,C,VERO,C,3,B,VERO,1,1,
12/09/2020,6,C,TROR,E,3,S,NA,NA,NA,
12/09/2020,6,C,LARO,E,2,B,NA,NA,NA,
11/09/2020,6,A,PEAI,E,3,B,Dodder,NA,NA,"Dodder; page 7, sure it's 11/09"
11/09/2020,6,A,TROR,T,1,S,Dodder,NA,NA,Dodder
11/09/2020,6,A,TRCY,C,1,S,Dodder,NA,F,Dodder on focal
11/09/2020,6,A,TRCY,C,1,S,POMU,7,0,Not counting dead plants
11/09/2020,6,A,TRCY,C,1,S,VERO,5,5,
11/09/2020,6,A,TRCY,C,1,S,UNK 2,1,0,
11/09/2020,6,A,TRCY,C,1,S,CRCO,15,0,
11/09/2020,6,A,TRCY,C,1,S,CHPS,1,0,
11/09/2020,6,A,VERO,E,3,S,NA,NA,NA,
11/09/2020,6,A,VERO,C,2,F,Dodder,NA,F,"Dodder on focal, smothered"
11/09/2020,6,A,VERO,C,2,F,PEAI,2,1,
11/09/2020,6,A,VERO,C,2,F,VERO,2,1,
11/09/2020,6,A,VERO,C,2,F,POMU,8,0,
11/09/2020,6,A,VERO,C,2,F,CRCO,30,,
11/09/2020,6,A,VERO,C,2,F,Waitzia,1,1,
11/09/2020,6,A,VERO,C,2,F,UNK 2,1,1,
11/09/2020,6,A,VERO,C,2,F,CHPS,2,0,
11/09/2020,6,A,TROR,C,1,S,CAER,5,5,Calindrinia eramea
11/09/2020,6,A,TROR,C,1,S,ARCA,1,1,
11/09/2020,6,A,TROR,C,1,S,Dodder,NA,F,"Dodder on focal, heaps"
11/09/2020,6,A,TROR,C,1,S,VERO,3,3,
11/09/2020,6,A,TROR,C,1,S,POMU,2,0,
11/09/2020,6,A,TROR,C,1,S,UNK 2,1,0,
11/09/2020,6,A,TROR,C,1,S,CHPS,1,0,
11/09/2020,6,A,TROR,C,1,S,CRCO,1,0,
11/09/2020,6,A,TROR,C,1,S,PEAI,15,10,Is it all PEAI? Check
11/09/2020,6,A,TROR,C,1,S,PLDE,1,0,
11/09/2020,6,A,VERO,C,1,F,Dodder,NA,F,"Dodder on focal, heaps"
11/09/2020,6,A,VERO,C,1,F,CRCO,17,0,
11/09/2020,6,A,VERO,C,1,F,CHPS,16,0,
11/09/2020,6,A,VERO,C,1,F,ARCO,1,1,
11/09/2020,6,A,VERO,C,1,F,VERO,1,1,
11/09/2020,6,A,VERO,C,1,F,BRCI,2,1,
11/09/2020,6,A,VERO,C,1,F,POMU,2,0,
11/09/2020,6,A,VERO,C,1,F,UNK 2,1,1,
11/09/2020,6,A,TRCY,E,3,S,Dodder,NA,NA,Dodder
11/09/2020,6,A,POLE,E,1,F,NA,NA,NA,Dead. 'Seed'/flower open but no seeds
11/09/2020,6,A,POLE,C,2,F,POMU,4,0,
11/09/2020,6,A,POLE,C,2,F,Dodder,NA,F,"Dodder on focal, smothered"
11/09/2020,6,A,POLE,C,2,F,VERO,4,4,
11/09/2020,6,A,POLE,C,2,F,ARCA,1,1,
11/09/2020,6,A,POLE,C,2,F,CAER,2,0,"2 photos, diff leaf colours"
11/09/2020,6,A,POLE,C,2,F,CRCO,3,0,
11/09/2020,6,A,POLE,C,2,F,UNK 3,1,0,
11/09/2020,6,A,ARCA,T,1,I,NA,NA,NA,Dead
11/09/2020,6,A,VERO,T,1,S,NA,NA,NA,
11/09/2020,6,A,PEAI,T,2,F,NA,NA,NA,
11/09/2020,6,A,LARO,C,1,S,Dodder,NA,F,Dodder on focal. Most seeds had released. Collected remaining. Inviable?
11/09/2020,6,A,LARO,C,1,S,VERO,5,5,
11/09/2020,6,A,LARO,C,1,S,POMU,3,0,
13/09/2020,2,B,TROR,E,2,S,NA,NA,NA,
13/09/2020,2,B,ARCA,C,1,I,POMU,4,1,
13/09/2020,2,B,ARCA,C,1,I,Dodder,NA,F,Dodder on focal
13/09/2020,2,B,ARCA,C,1,I,VERO,2,0,
13/09/2020,2,B,TRCY,C,1,S,Dodder,NA,F,"Dodder on focal. Old T1. One small seed, can't bag, photo"
13/09/2020,2,B,TRCY,C,1,S,POMU,4,3,
13/09/2020,2,B,TRCY,C,1,S,VERO,1,0,
13/09/2020,2,B,TRCY,C,1,S,POCA,1,1,
13/09/2020,2,A,LARO,T,1,S,Dodder,NA,NA,Dodder
13/09/2020,2,A,ARCA,C,1,I,VERO,14,10,
13/09/2020,2,A,ARCA,C,1,I,Dodder,NA,F,Dodder not on focal
13/09/2020,2,A,LARO,T,2,B,NA,NA,NA,"Dead, no seeds"
13/09/2020,2,A,VERO,E,3,S,Dodder,NA,NA,Dodder
13/09/2020,2,A,HYGL,E,1,I,NA,NA,NA,"Dead, or almost"
13/09/2020,2,A,HYGL,E,3,S?,NA,NA,NA,"Dead, flower open, no seeds. Actually, seeds! Collected"
13/09/2020,2,A,TROR,T,2,F,NA,NA,NA,
13/09/2020,2,A,LARO,E,1,B,NA,NA,NA,Dead
13/09/2020,2,A,TRCY,E,2,S,Dodder,NA,NA,Dodder
13/09/2020,2,A,PEAI,C,3,I,VERO,10,4,
13/09/2020,2,A,PEAI,C,3,I,Dodder,NA,F,Dodder not on focal
13/09/2020,2,A,PLDE,E,3,S,NA,NA,NA,Old T1. Dying? Not bagged
13/09/2020,2,A,ARCA,E,1,B,NA,NA,NA,
13/09/2020,2,A,TROR,C,1,NA,VERO,7,4,"Dead, gone (focal)"
13/09/2020,2,A,TROR,C,1,NA,Dodder,NA,F,
13/09/2020,2,A,HYGL,E,2,F,Dodder,NA,NA,Dodder
13/09/2020,2,A,ARCA,E,2,B,Dodder,NA,NA,Dodder
13/09/2020,2,A,LARO,C,1,F,Dodder,NA,F,Dodder on focal. Focal dead. Harvested for biomass. Flower dead.
13/09/2020,2,A,LARO,C,1,F,VERO,7,7,
13/09/2020,2,A,ARCA,E,3,I,NA,NA,NA,
13/09/2020,2,A,TRCY,E,1,S,Dodder,NA,NA,"Dodder, Needs small bag"
13/09/2020,2,A,VERO,E,1,S,NA,NA,NA,
13/09/2020,2,A,ARCA,T,1,B,Dodder,NA,NA,Dodder
13/09/2020,2,A,PLDE,C,2,S,NA,NA,NA,Tiny focal. Can't bag. Dead or almost.
13/09/2020,2,A,PEAI,C,1,I,Dodder,NA,F,Dodder on focal. Old T2
13/09/2020,2,A,PEAI,C,1,I,VERO,4,1,
13/09/2020,2,A,TRCY,C,1,S,Dodder,NA,F,Dodder on focal. Focal tiny
13/09/2020,2,A,TRCY,C,1,S,VERO,7,7,
13/09/2020,2,A,TRCY,C,1,S,POMU,1,0,
13/09/2020,2,A,TRCY,C,3,F,Dodder,NA,F,Dodder on focal
13/09/2020,2,A,TRCY,C,3,F,VERO,8,5,
13/09/2020,2,A,TRCY,C,2,S,Dodder,NA,F,Dodder on focal
13/09/2020,2,A,TRCY,C,2,S,VERO,7,4,
13/09/2020,2,A,TRCY,C,2,S,POMU,1,0,
13/09/2020,2,A,PLDE,E,1,S,NA,NA,NA,
13/09/2020,2,A,VERO,C,3,F,Dodder,NA,F,"Dodder on focal, smothered"
13/09/2020,2,A,VERO,C,3,F,POMU,1,0,
13/09/2020,2,A,VERO,C,3,F,VERO,10,10,
13/09/2020,2,A,VERO,C,3,F,PEAI,1,0,
13/09/2020,2,A,HYGL,C,1,S,POMU,2,0,"Flower open, plant dead and collected"
13/09/2020,2,A,HYGL,C,1,S,Dodder,NA,F,Dodder on focal
13/09/2020,2,A,HYGL,C,1,S,VERO,2,0,
13/09/2020,2,A,POLE,C,3,B,Dodder,NA,F,Dodder on focal
13/09/2020,2,A,POLE,C,3,B,VERO,4,4,
13/09/2020,2,A,VERO,C,2,S,VERO,3,3,
13/09/2020,2,A,VERO,C,2,S,Dodder,NA,F,Dodder on focal
13/09/2020,2,A,VERO,E,2,S,NA,NA,NA,
13/09/2020,2,A,LARO,E,3,F,NA,NA,NA,Needs bagging soon
13/09/2020,2,A,PEAI,C,2,I,VERO,8,8,Focal dead
13/09/2020,2,A,PEAI,C,2,I,Dodder,NA,F,Dodder not on focal
13/09/2020,2,A,HYGL,C,2,F,VERO,2,2,
13/09/2020,2,A,HYGL,C,2,F,Dodder,NA,F,Dodder on focal
13/09/2020,2,A,PEAI,E,3,I,NA,NA,NA,Dead
13/09/2020,2,A,TRCY,E,3,S,Dodder,NA,NA,Dodder
13/09/2020,2,A,TROR,C,3,S,VERO,9,9,
13/09/2020,2,A,TROR,C,3,S,Dodder,NA,F,Dodder on focal
13/09/2020,2,A,PEAI,E,3,I,NA,NA,NA,
13/09/2020,2,A,LARO,E,2,F,Dodder,NA,NA,Dodder
13/09/2020,2,A,LARO,C,3,I,Dodder,NA,F,"Dodder on focal, smothered"
13/09/2020,2,A,LARO,C,3,I,VERO,6,5,
13/09/2020,2,A,TRCY,T,2,S,Dodder,NA,NA,Dodder. Needs small bag
13/09/2020,2,A,PEAI,T,1,F,NA,NA,NA,
13/09/2020,2,A,TROR,C,2,S,VERO,6,6,
13/09/2020,2,A,TROR,C,2,S,Dodder,NA,F,Dodder on focal
13/09/2020,2,A,HYGL,C,3,F,VERO,10,10,
13/09/2020,2,A,HYGL,C,3,F,Dodder,NA,F,Dodder not on focal
13/09/2020,2,A,HYGL,C,3,F,POMU,3,0,
13/09/2020,2,A,ARCA,C,2,I,VERO,9,9,Focal dead
13/09/2020,2,A,POLE,C,1,F,VERO,9,8,
13/09/2020,2,A,POLE,C,1,F,Dodder,NA,F,Dodder on focal
13/09/2020,8,B,LARO,E,3,F,NA,NA,NA,Needs to be bagged soon
13/09/2020,8,B,TRCY,T,2,I,NA,NA,NA,Is that a TRCY?
13/09/2020,8,B,LARO,C,1,F,Cheilanthes,5,0,"Some seed predation, bagged"
13/09/2020,8,B,LARO,C,1,F,VERO,1,1,
13/09/2020,8,B,LARO,C,1,F,BRCI,1,0,
13/09/2020,8,B,LARO,C,1,F,UNK 12,1,1,WAAC?
13/09/2020,8,B,LARO,C,2,F,Dodder,NA,F,Dodder on focal
13/09/2020,8,B,LARO,C,2,F,VERO,2,1,
13/09/2020,8,B,TROR,T,1,S,NA,NA,NA,
13/09/2020,8,B,ARCA,E,2,B,NA,NA,NA,
13/09/2020,8,B,TROR,C,2,S,VERO,1,1,
13/09/2020,8,B,TROR,C,2,S,Unk grass 5,1,0,UG5
13/09/2020,8,B,ARCA,E,1,B,NA,NA,NA,
13/09/2020,8,B,TRCY,C,1,S,VERO,3,2,
13/09/2020,8,B,HYGL,E,2,F,Dodder,NA,NA,Dodder. One dead flower
13/09/2020,8,B,ARCA,C,3,F,WAAC,1,1,
13/09/2020,8,B,ARCA,C,3,F,POCA,1,0,
13/09/2020,8,B,LARO,E,2,F,NA,NA,NA,
13/09/2020,8,B,PEAI,E,1,B,NA,NA,NA,
13/09/2020,8,B,TROR,T,2,S,NA,NA,NA,
13/09/2020,8,B,TROR,E,1,S,Dodder,NA,NA,Dodder. Accidentally removed 2 healthy/viable seeds
13/09/2020,8,B,TROR,C,3,NA,NA,NA,NA,"Can't find plant, some disturbance to plot."
13/09/2020,8,B,POLE,E,3,NA,NA,NA,NA,"Wrong ID, POCA."
13/09/2020,8,B,PEAI,C,3,B,VERO,1,1,
13/09/2020,8,B,PEAI,E,3,B,NA,NA,NA,
13/09/2020,8,B,LARO,E,1,F,NA,NA,NA,
13/09/2020,8,C,ARCA,E,1,B,NA,NA,NA,
13/09/2020,8,C,ARCA,E,3,I,NA,NA,NA,Dead
13/09/2020,8,C,TRCY,C,3,S,CAER,1,1,
13/09/2020,8,C,TRCY,C,3,S,GOBE,1,1,
13/09/2020,8,C,TRCY,C,3,S,WAAC,1,1,
13/09/2020,8,C,TRCY,C,3,S,PTGA,1,1,
13/09/2020,8,C,TRCY,C,3,S,TRCY,1,0,
13/09/2020,8,C,LARO,T,1,I,NA,NA,NA,"Flower dead, looks strange. Bagged"
13/09/2020,8,C,VERO,E,1,S,NA,NA,NA,
