Site,Plot,Row,Column,Species,C_E_or_T,Rep,Number_seeds_sown,February_germination,Number_germinated,Notes_germination
8,A,7,9,HYGL,T,2,15,0,NA,"Swap; on an ants nest, swapped with HYGL T2"
8,A,8,1,ARCA,C,3,15,0,4,NA
8,A,8,2,VERO,E,3,15,0,5,NA
8,A,8,3,HYGL,E,3,15,0,1,NA
8,A,8,4,Blank,Blank,Blank,15,0,NA,NA
8,A,8,6,Blank,Blank,Blank,15,0,NA,NA
8,A,8,7,ARCA,T,2,15,0,0,Swap
8,A,8,8,HYGL,C,2,15,0,0,NA
8,A,8,9,VERO,C,3,15,0,4,Swap
8,A,9,1,TROR,T,2,15,0,0,NA
8,A,9,2,LARO,C,3,15,0,3,NA
8,A,9,3,TROR,C,2,15,0,1,NA
8,A,9,4,TRCY,E,1,15,0,0,NA
8,A,9,6,PEAI,C,1,15,0,5,Plus 4g
8,A,9,7,Blank,Blank,Blank,15,0,NA,NA
8,A,9,8,VERO,C,1,15,1,5,"Feb germ- 1, I think"
8,A,9,9,LARO,E,2,15,0,6,NA
8,A,10,1,HYGL,E,2,15,0,3,NA
8,A,10,2,Blank,Blank,Blank,15,0,NA,NA
8,A,10,3,LARO,T,1,15,0,6,Swap
8,A,10,4,LARO,C,2,15,0,5,Swap
8,A,10,6,TRCY,T,2,15,0,0,NA
8,A,10,7,TROR,C,1,15,0,0,NA
8,A,10,8,ARCA,E,1,15,0,2,NA
8,A,10,9,TROR,E,3,15,0,0,NA
8,B,1,1,Blank,Blank,Blank,15,0,NA,NA
8,B,1,2,Blank,Blank,Blank,15,0,NA,NA
8,B,1,3,VERO,E,2,15,0,0,NA
8,B,1,4,LARO,E,3,15,0,8,NA
8,B,1,5,Blank,Blank,Blank,15,0,NA,NA
8,B,1,6,VERO,T,1,15,0,0,NA
8,B,1,7,POLE,E,1,15,0,0,NA
8,B,1,8,LARO,E,1,15,0,3,Swap
8,B,1,9,TROR,C,1,15,0,0,NA
8,B,2,1,PEAI,C,2,15,0,0,NA
8,B,2,2,PEAI,T,1,15,0,0,NA
8,B,2,3,TRCY,C,3,15,0,0,NA
8,B,2,4,POLE,C,3,15,0,0,NA
8,B,2,5,POLE,T,1,15,0,0,NA
8,B,2,6,Blank,Blank,Blank,15,0,NA,NA
8,B,2,7,ARCA,C,2,15,0,1,NA
8,B,2,8,LARO,T,1,15,0,0,Swap
8,B,2,9,ARCA,E,3,15,0,0,NA
8,B,3,1,TRCY,T,2,15,0,3,Plus 3g
8,B,3,2,LARO,C,1,15,0,1,Swap
8,B,3,3,LARO,C,2,15,0,1,Swap
8,B,3,4,TRCY,E,3,15,0,9,NA
8,B,3,5,ARCA,C,1,15,0,0,NA
8,B,3,6,VERO,C,2,15,0,0,NA
8,B,3,7,POLE,T,2,15,0,0,NA
8,B,3,8,HYGL,T,1,15,0,0,NA
8,B,3,9,ARCA,T,1,15,0,0,Swap
8,B,4,1,TROR,T,1,15,0,0,Swap
8,B,4,2,VERO,C,3,15,0,0,NA
8,B,4,3,POLE,C,1,15,0,0,NA
8,B,4,4,TRCY,C,2,15,0,4,"Swap; not very healthy, was covered in bark"
8,B,4,5,HYGL,C,1,15,0,0,NA
8,B,4,6,PEAI,E,3,15,0,5,Swap
8,B,4,7,PEAI,T,2,15,0,0,NA
8,B,4,8,PEAI,E,2,15,0,0,NA
8,B,4,9,ARCA,T,2,15,0,0,Swap
8,B,5,1,TROR,E,3,15,0,0,NA
8,B,5,2,VERO,C,1,15,0,0,NA
8,B,5,8,PEAI,C,3,15,0,4,NA
8,B,5,9,LARO,C,3,15,0,1,NA
8,B,6,1,Blank,Blank,Blank,15,0,NA,NA
8,B,6,2,PEAI,E,1,15,0,0,NA
8,B,6,8,POLE,E,3,15,0,0,It's a POCA
8,B,6,9,LARO,T,2,15,0,3,NA
8,B,7,1,TROR,E,2,15,0,4,Swap
8,B,7,2,POLE,E,2,15,0,0,NA
8,B,7,8,TROR,E,1,15,0,5,NA
8,B,7,9,TROR,C,3,15,0,6,NA
8,B,8,1,TRCY,E,1,15,0,8,NA
8,B,8,2,Blank,Blank,Blank,15,0,NA,NA
8,B,8,3,POLE,C,2,15,0,0,NA
8,B,8,4,HYGL,C,3,15,0,0,NA
8,B,8,6,ARCA,E,1,15,0,5,NA
8,B,8,7,HYGL,E,2,15,0,1,Swap
8,B,8,8,VERO,E,1,15,0,0,NA
8,B,8,9,ARCA,C,3,15,0,2,Swap
8,B,9,1,HYGL,E,3,15,0,0,NA
8,B,9,2,ARCA,E,2,15,0,4,Swap
8,B,9,3,TROR,C,2,15,0,3,NA
8,B,9,4,TRCY,T,1,15,0,0,NA
8,B,9,6,Blank,Blank,Blank,15,0,NA,NA
8,B,9,7,LARO,E,2,15,0,2,NA
8,B,9,8,PEAI,C,1,15,0,1,Swap
8,B,9,9,TROR,T,2,15,0,2,NA
8,B,10,1,TRCY,C,1,15,0,3,NA
8,B,10,2,HYGL,C,2,15,0,0,NA
8,B,10,3,VERO,T,2,15,0,0,NA
8,B,10,4,HYGL,E,1,15,0,0,NA
8,B,10,6,VERO,E,3,15,0,0,NA
8,B,10,7,HYGL,T,2,15,0,0,Swap
8,B,10,8,TRCY,E,2,15,0,3,Swap. Healthy focal accidentally removed
8,B,10,9,Blank,Blank,Blank,15,0,NA,NA
8,C,1,1,ARCA,E,1,15,0,4,Swap
8,C,1,2,PEAI,T,2,15,0,6,NA
8,C,1,3,Blank,Blank,Blank,15,0,NA,NA
8,C,1,4,ARCA,E,3,15,0,7,NA
8,C,1,5,Blank,Blank,Blank,15,0,NA,NA
8,C,1,6,TROR,E,2,15,0,0,NA
8,C,1,7,ARCA,C,2,15,0,2,NA
8,C,1,8,TRCY,E,1,15,0,1,NA
8,C,1,9,PEAI,T,1,15,0,0,Swap
8,C,2,1,TRCY,C,3,15,0,1,NA
8,C,2,2,POLE,C,3,15,0,0,NA
8,C,2,3,POLE,E,1,15,0,0,NA
8,C,2,4,LARO,T,1,15,0,1,NA
8,C,2,5,VERO,T,1,15,0,2,NA
8,C,2,6,VERO,T,2,15,0,0,NA
8,C,2,7,ARCA,T,1,15,0,0,NA
8,C,2,8,TROR,E,1,15,0,0,NA
8,C,2,9,HYGL,C,2,15,0,0,NA
8,C,3,1,LARO,C,1,15,0,5,NA
8,C,3,2,HYGL,E,2,15,0,3,Swap; plus 1g
8,C,3,3,Blank,Blank,Blank,15,0,NA,NA
8,C,3,4,HYGL,T,1,15,0,0,Swap
8,C,3,5,PEAI,C,1,15,0,9,Plus 1g
8,C,3,6,POLE,E,2,15,0,0,NA
8,C,3,7,Blank,Blank,Blank,15,0,NA,NA
8,C,3,8,TROR,T,1,15,0,0,NA
8,C,3,9,HYGL,T,2,15,0,0,NA
8,C,4,1,LARO,E,3,15,0,6,NA
8,C,4,2,LARO,C,2,15,0,1,NA
8,C,4,3,LARO,E,1,15,0,2,NA
8,C,4,4,POLE,C,1,15,0,0,NA
8,C,4,5,VERO,E,2,15,0,1,NA
8,C,4,6,POLE,C,2,15,0,0,NA
8,C,4,7,Blank,Blank,Blank,15,0,NA,NA
8,C,4,8,ARCA,C,3,15,0,7,NA
8,C,4,9,VERO,C,3,15,0,0,NA
8,C,5,1,Blank,Blank,Blank,15,0,NA,NA
8,C,5,2,POLE,T,2,15,0,0,NA
8,C,5,8,PEAI,E,2,15,0,6,Some roo damage to subplot but okay
8,C,5,9,TRCY,T,1,15,0,0,Swap
8,C,6,1,TROR,C,3,15,0,2,Swap
8,C,6,2,TROR,T,2,15,0,0,Swap
8,C,6,8,PEAI,E,1,15,0,10,Swap; plus 1g; some roo damage
8,C,6,9,HYGL,E,3,15,0,0,NA
8,C,7,1,LARO,E,2,15,0,1,Check what this is labelled as. T1? No seeds
8,C,7,2,VERO,E,1,15,0,0,NA
8,C,7,8,VERO,C,2,15,0,0,NA
8,C,7,9,PEAI,C,3,15,0,3,NA
8,C,8,1,HYGL,C,3,15,0,0,NA
8,C,8,2,ARCA,E,2,15,0,2,NA
8,C,8,3,LARO,C,3,15,0,8,NA
8,C,8,4,TROR,E,3,15,0,0,NA
8,C,8,6,PEAI,C,2,15,0,0,NA
8,C,8,7,Blank,Blank,Blank,15,0,NA,NA
8,C,8,8,ARCA,C,1,15,0,0,NA
8,C,8,9,POLE,T,1,15,0,0,NA
8,C,9,1,VERO,C,1,15,0,3,NA
8,C,9,2,PEAI,E,3,15,0,3,NA
8,C,9,3,HYGL,C,1,15,0,1,NA
8,C,9,4,TRCY,E,3,15,0,4,Swap; plus 1g
8,C,9,6,Blank,Blank,Blank,15,0,NA,NA
8,C,9,7,TRCY,E,2,15,0,1,NA
8,C,9,8,LARO,T,2,15,0,4,NA
8,C,9,9,TRCY,C,2,15,0,11,NA
8,C,10,1,POLE,E,3,15,0,0,NA
8,C,10,2,TRCY,C,1,15,0,8,NA
8,C,10,3,TRCY,T,2,15,0,3,NA
8,C,10,4,HYGL,E,1,15,0,0,NA
8,C,10,6,TROR,C,1,15,0,0,NA
8,C,10,7,VERO,E,3,15,0,0,NA
8,C,10,8,ARCA,T,2,15,0,0,Swap
8,C,10,9,TROR,C,2,15,0,0,NA
